,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
860,SDGs,Q7649586,has part,SDGs SDGs,id-less,1
861,TB,Q12204,drug used for treatment,treatment,Q179661,1
862,TB,Q12204,subclass of,Tuberculosis,Q12204,1
863,SDGs,Q7649586,has part,SDGs ACTIVITIES IN PICTURES 96,id-less,1
864,TLMs Teaching and Learning Materials,id-less,part of,Teaching and Learning Materials,Q52233467,1
865,TOR,Q1404150,located in the administrative territorial entity,Evalua,Q1379672,1
866,TVET,Q18286682,part of,Technical education,Q19075087,1
867,TVIs,Q7682528,has part,Private,Q158668,1
868,Table 2.1,id-less,part of,"medium-term national development policy framework, 2018-2021",id-less,1
869,Table 4,Q61687828,number of participants,14,Q38582,1
870,Table 4.11.1,id-less,is a list of,Number of persons affected by disaster,id-less,1
871,Table 4.4,id-less,is a list of,Female enrolment in TVIs,id-less,1
872,Table 4.4.1,id-less,length,4,Q202,1
873,Table 4.4.8,id-less,main subject,special schools,Q39772547,1
874,Table 4.8,id-less,point in time,4.8,Q4637262,1
875,SDGs,Q7649586,has part,SDG Philanthropy Platform,id-less,1
876,SDGs,Q7649586,has part,SDG 6,Q48741129,1
877,Synergies among the goals,id-less,part of,SDGs,Q7649586,1
878,SDGs,Q7649586,has part,SDGs in,id-less,1
879,The draft report,id-less,country,Ghana,Q117,1
880,Synergies,Q110545527,part of,SDGs,Q7649586,1
881,SDGs,Q7649586,has part,SDGs’ coordination meetings,id-less,1
882,SDGs,Q7649586,has part,SDGs-related subjects,id-less,1
883,Sustainable Development Goals,Q7649586,has part,improving sanitation,Q91825057,1
884,SDGs,Q7649586,has part,SDGs's indicators,id-less,1
885,Sustainable Development Goals,Q7649586,has part,reducing maternal mortality,Q33675718,1
886,Sustainable Development Goals,Q7649586,has part,the SDGs,Q99574564,1
887,Sustainable Development Goals,Q7649586,has part,under-5 and child mortality,id-less,1
888,SDGs,Q7649586,has part,SDGs indicators,id-less,1
889,Sustainable Development Goals,Q7649586,main subject,existential challenge of climate change,id-less,1
890,Sustainable Development Goals,Q7649586,main subject,"human, environmental and climate gains",id-less,1
891,Sustainable Development Goals,Q7649586,part of,Agenda 2063,Q56296197,1
892,Sustainable Development Goals,Q7649586,part of,global development efforts,id-less,1
893,Sustainable Development Goals,Q7649586,point in time,2030,Q12799,1
894,Sustainable Economic Growth,id-less,has part,Employment,Q656365,1
895,Sustainable Energy for Island Economies,id-less,number of participants,7,Q23350,1
896,Sustainable cities and communities,id-less,facet of,Goal 11,Q53581228,1
897,Sustainable financing,Q110519585,facet of,SDGs,Q7649586,1
898,Tamale,Q217040,country,Ghana,Q117,1
899,SDGs,Q7649586,has part,SDG 3,Q50216838,1
900,Tamale,Q217040,instance of,cities,Q515,1
901,SDGs,Q7649586,has part,SDG 2,Q50215926,1
902,Technology,Q11016,has part,Innovation,Q174165,1
903,Technology,Q11016,subclass of,STEM,Q210523,1
904,Tema-Ouagadougou railway line,id-less,connects with,Eastern railway line,id-less,1
905,Tenets of the Addis Ababa Action Agenda,id-less,part of,Addis Ababa Action Agenda,Q60755541,1
906,The Aged,Q72094821,country,Ghana,Q117,1
907,The Challenge of Development,Q28072970,main subject,Independence,Q24603,1
908,The First Step,Q114503408,publication date,2000,Q1985,1
909,SDGs,Q7649586,has part,DRTD,id-less,1
910,SDGs,Q7649586,has part,CSOs,Q22808416,1
911,The Lower Six,id-less,has part,Lower Six,Q112699959,1
912,The Lower Six,id-less,located in the administrative territorial entity,Mallam,Q6082944,1
913,The Rise of Cocoa,id-less,number of episodes,7,Q23350,1
914,The SDGs,Q99574564,has part,SDGs,Q7649586,1
915,The State of Corporate Governance in Ghana,id-less,country,Ghana,Q117,1
916,The Strategy for,Q60349280,main subject,Growth,Q1342838,1
917,The Youth,Q7776839,country,Ghana,Q117,1
918,The answer is ‘no’,id-less,different from,‘no’,Q67365338,1
919,Technological Upheaval,id-less,has effect,Work,Q6958747,1
920,SDGs,Q7649586,has part,Implementation Coordinating Committee,id-less,1
921,TechnoServe,Q7692418,parent organization,UK DfID,id-less,1
922,Tax Identification Number,Q18704606,facet of,presumptive tax,id-less,1
923,SDGs,Q7649586,has part,Results Framework,id-less,1
924,Target,Q1046951,has part,Target Actual,id-less,1
925,Target Actual,id-less,part of,Target,Q1046951,1
926,TargetGhana,id-less,inception,1998,Q2089,1
927,SDGs,Q7649586,has part,Private Enterprise Federation,id-less,1
928,democratic,Q974,subclass of,system of governance,id-less,1
929,SDGs,Q7649586,has part,"One district, one factory",Q39049327,1
930,Tax Identification Number System,id-less,part of,National Identification Scheme,id-less,1
931,Technical education,Q19075087,has part,TVET,Q18286682,1
932,Teaching and Learning Materials,Q52233467,has part,TLMs Teaching and Learning Materials,id-less,1
933,Teaching and Learning Materials,Q52233467,used by,Environmental Protection Agency,Q460173,1
934,Technical Committee,Q55454831,part of,High-Level Ministerial Committee,id-less,1
935,Technical Working Group,Q23134885,field of work,early childhood education,Q1472221,1
936,Technical and Vocational Education and Training,Q18286682,has part,TVET Technical and Vocational Education and Training,id-less,1
937,Technical and Vocational Education and Training,Q18286682,parent organization,government,Q7188,1
938,Technical and Vocational Institutes,id-less,subclass of,TVIs,Q7682528,1
939,defilement of children,id-less,subclass of,streetism,id-less,1
940,education,Q8434,has part,secondary level,Q7443787,1
941,demographic,Q30103,studies,population,Q33829,1
942,rel_err,rel_err,rel_err,rel_err,rel_err,1
943,quantitative analysis,Q185168,opposite of,qualitative,Q47455943,1
944,radio,Q872,different from,television,Q289,1
945,railways,Q22667,part of,Transport Infrastructure,Q376799,1
946,rainstorm,Q105386940,has part,wind,Q8094,1
947,rapid diagnostic test,Q3519062,subclass of,microscopy,Q1074953,1
948,rapidly changing technology,id-less,subclass of,challenges,Q50815379,1
949,rationalisation,Q948144,part of,reforms,Q900406,1
950,reach every person's full potential,id-less,said to be the same as,opportunity in life,id-less,1
951,recent slowdown in the pace of poverty reduction,id-less,has cause,spatial disparities,Q36664450,1
952,recruitment processes,Q58315925,facet of,recruitment,Q899277,1
953,recurrent,Q28314507,opposite of,non-recurrent administrative,id-less,1
954,recurrent,Q28314507,subclass of,non-recurrent administrative services,id-less,1
955,reducing maternal mortality,Q33675718,part of,Sustainable Development Goals,Q7649586,1
956,reducing under-5 and child mortality,id-less,part of,Sustainable Development Goals,Q7649586,1
957,reforms,Q900406,has part,rationalisation,Q948144,1
958,regional,Q1218597,located in the administrative territorial entity,national,Q53247,1
959,regional,Q1218597,part of,national,Q53247,1
960,regional coordinating councils,id-less,has part,district planning coordinating unit,id-less,1
961,regional coordinating councils,id-less,has part,regional planning coordinating unit,id-less,1
962,regional planning coordinating unit,id-less,part of,regional coordinating councils,id-less,1
963,regions,Q429976,country,Ghana,Q117,1
964,quality of education,Q70915088,subclass of,education,Q8434,1
965,quality assurance,Q836575,facet of,quality standards,Q30262670,1
966,qualitative,Q47455943,subclass of,quantitative information,Q51635809,1
967,psychological violence,Q1339137,subclass of,violence,Q124490,1
968,programmes,Q39071357,part of,policies,Q47011897,1
969,programmes,Q39071357,subclass of,participatory processes,Q89917219,1
970,programmes and projects,id-less,facet of,SDGs,Q7649586,1
971,programmes and projects,id-less,has part,inter-ministerial development planning,id-less,1
972,projections,Q7249458,opposite of,past data,id-less,1
973,prosperous,Q2528850,has cause,health,Q12147,1
974,proxy indicator,Q2610543,subclass of,indicator reference number,id-less,1
975,prudent economic management,id-less,has effect,economic growth,Q189833,1
976,psychological violence,Q1339137,subclass of,"physical, psychological and sexual violence",id-less,1
977,psychosocial well-being,Q37940346,facet of,health,Q12147,1
978,qualitative,Q47455943,subclass of,quantitative data,Q105103405,1
979,public,Q294440,subclass of,universities,Q3918,1
980,public investment expenditures,id-less,subclass of,Budget Funding Amount,id-less,1
981,public relations,Q39809,practiced by,police,Q35535,1
982,public sector,Q294217,opposite of,private sector,Q591763,1
983,public servant,Q212238,field of this occupation,public service,Q161837,1
984,public service,Q161837,practiced by,public servant,Q212238,1
985,public transport,Q178512,subclass of,safe use,Q112236218,1
986,purposefully,Q114305922,facet of,nation,Q6266,1
987,qualitative,Q47455943,opposite of,quantitative analysis,Q185168,1
988,register transaction,id-less,part of,bank,Q22687,1
989,related laws,Q98759173,has part,Labour Act,Q90429729,1
990,demographic imperative,Q73972857,instance of,imperative,Q22716,1
991,relaxed definition,id-less,instance of,Unemployment rate,Q1787954,1
992,routes,Q1167678,operator,airline,Q46970,1
993,rubber,Q14076,instance of,commodity,Q2424752,1
994,rural,Q7380465,opposite of,urban population,Q4145472,1
995,rural area,Q175185,area,16,Q40254,1
996,rural area,Q175185,opposite of,urban,Q159313,1
997,rural areas,Q175185,opposite of,urban area,Q702492,1
998,rural areas,Q175185,opposite of,urban areas,Q58259934,1
999,rural areas,Q175185,subclass of,employed population,id-less,1
1000,rural economic growth,Q58144831,has part,2,Q200,1
1001,rural economic growth,Q58144831,has part,3,Q201,1
1002,rural economic growth,Q58144831,has part,SDG 1,Q50214636,1
1003,rural economic growth,Q58144831,has part,SDG 8,Q53581217,1
1004,rural unemployed,id-less,subclass of,Chronically poor,id-less,1
1005,sanitation,Q949149,facet of,access to water,Q2551910,1
1006,sanitation,Q949149,facet of,solid waste,Q96333750,1
1007,sanitation,Q949149,facet of,waste-water management,Q67892469,1
1008,sanitation,Q949149,facet of,water,Q283,1
1009,sanitation,Q949149,subclass of,access,Q80689,1
1010,sanitation,Q949149,subclass of,access to adequate,Q79279218,1
1011,sanitation,Q949149,subclass of,basic water services,id-less,1
1012,sanitation service provision,id-less,facet of,sanitation,Q949149,1
1013,risk,Q104493,subclass of,trade-offs,Q87153717,1
1014,revision of the national accounts,id-less,point in time,2018,Q25291,1
1015,retain human resource,id-less,part of,develop,Q844746,1
1016,research,Q42240,part of,science,Q336,1
1017,remand,Q4354932,applies to jurisdiction,Ghana,Q117,1
1018,remand,Q4354932,different from,police cells,id-less,1
1019,remand,Q4354932,subclass of,prisoners,Q1862087,1
1020,renewable energy,Q12705,instance of,themes,Q1187071,1
1021,renewable energy,Q12705,subclass of,electricity,Q12725,1
1022,renewable energy,Q12705,subclass of,energy sources,Q1522115,1
1023,report,Q10870555,country,Ghana,Q117,1
1024,reproductive health services,Q70453109,country,Ghana,Q117,1
1025,research,Q42240,part of,practice,Q451967,1
1026,research and development,Q276099,part of,manufacturing sector,Q55639,1
1027,results framework,id-less,part of,SDGs,Q7649586,1
1028,research findings,Q70867427,part of,evidence-based policy making,Q36490484,1
1029,research institutions,Q74201587,field of work,research,Q42240,1
1030,research institutions,Q74201587,has part,implementers,Q47468996,1
1031,research institutions,Q74201587,part of,CSOs,Q22808416,1
1032,research institutions,Q74201587,part of,academia,Q2777905,1
1033,research papers,Q15760313,facet of,research,Q42240,1
1034,resource use efficiency,Q56965464,facet of,development plan,Q5266783,1
1035,resources,Q1554231,country,Ghana,Q117,1
1036,responsible consumption and production,Q58002052,part of,SDG 12,Q53581232,1
1037,programmes,Q39071357,has part,policies,Q47011897,1
1038,proficiency in learning,id-less,subclass of,Poor learning outcomes,id-less,1
1039,procurement/stores,id-less,part of,finance/accounts,id-less,1
1040,processing,Q6661985,subclass of,enterprises,Q5380419,1
1041,people's fullest development potential,id-less,facet of,people,Q5,1
1042,percen tage,id-less,part of,Benchmark Revenue,id-less,1
1043,persons,Q5,part of,sex,Q10525,1
1044,persons with disability,Q38922225,subclass of,discrimination,Q169207,1
1045,philanthropy,Q185733,subclass of,corporate social responsibility,Q218600,1
1046,physical,Q413,subclass of,Persons with Disabilities,Q74535604,1
1047,physical disabilities,Q27727327,has part,emotional disability,Q52024269,1
1048,physical environment,Q107447748,part of,natural,Q747691,1
1049,pillars,Q37499255,facet of,sustainable development,Q131201,1
1050,piped water,Q38671895,different from,bottled water,Q1049049,1
1051,pla n,Q755179,part of,economy,Q159810,1
1052,plan,Q4006,different from,policies,Q47011897,1
1053,plan,Q4006,has part,goals,Q4503831,1
1054,plan preparation,id-less,facet of,MDAs,Q6878879,1
1055,planning manuals,id-less,use,development planning,Q108059815,1
1056,plans,Q1371819,applies to jurisdiction,state,Q7275,1
1057,point of sale,Q386147,use,Electronic payments,Q5358290,1
1058,police cells,id-less,different from,remand,Q4354932,1
1059,policies,Q47011897,applies to jurisdiction,state,Q7275,1
1060,policies,Q47011897,different from,plan,Q4006,1
1061,policies,Q47011897,has part,programmes,Q39071357,1
1062,payment system every month,id-less,part of,month,Q5151,1
1063,payment system,Q986008,has part,month,Q5151,1
1064,payment system,Q986008,has part,Middle of the month,id-less,1
1065,orphaned and vulnerable children,id-less,subclass of,vulnerable,Q278113,1
1066,older persons,Q114428811,opposite of,young people,Q7875591,1
1067,one factory,id-less,part of,One district,Q16305893,1
1068,only,Q18392185,subclass of,Hearing,Q160289,1
1069,open data government partnership,id-less,inception,2011,Q1994,1
1070,open defecation,Q17072861,part of,20 percent of the country's population,id-less,1
1071,open defecation free,Q57192944,facet of,open defecation,Q17072861,1
1072,opportunities,Q84501571,subclass of,capacity,Q1347367,1
1073,opportunity in life,id-less,said to be the same as,reach every person's full potential,id-less,1
1074,organic manure,Q59295220,use,sustainable agriculture,Q2751054,1
1075,out of school children,id-less,has part,girls,Q6581072,1
1076,payment system,Q986008,has part,48 hours after receiving access to payment system,id-less,1
1077,p eriod,id-less,has part,p,Q674,1
1078,pair trawling,Q7125126,subclass of,fishing,Q14373,1
1079,par - enting,id-less,subclass of,Child prostitution,Q1029421,1
1080,parity,Q230967,said to be the same as,1,Q199,1
1081,particulate matter,Q498957,has effect,pollution,Q58734,1
1082,partners in good,id-less,has part,civil society organisation,Q60793921,1
1083,passenger,Q319604,facet of,rail transport,Q3565868,1
1084,past data,id-less,opposite of,projections,Q7249458,1
1085,payment of salary,id-less,part of,Validation of staff,id-less,1
1086,policies,Q47011897,part of,plans,Q1371819,1
1087,policies,Q47011897,part of,web,Q466,1
1088,policy,Q1156854,part of,SDGs,Q7649586,1
1089,primary level,Q46402722,different from,senior high school,Q9826,1
1090,poverty rates in Ghana,id-less,country,Ghana,Q117,1
1091,poverty reduction,Q1824165,facet of,sustainable economic growth,id-less,1
1092,practice,Q451967,has part,research,Q42240,1
1093,pre-trial,Q4354932,part of,criminal justice system,Q117488,1
1094,present,Q192613,followed by,subsequent ones,id-less,1
1095,present,Q192613,opposite of,future generations,Q954025,1
1096,primary 4,Q37625349,followed by,primary 6,Q113681890,1
1097,primary health care,Q623543,subclass of,social protection,Q2483208,1
1098,primary healthcare,Q108737138,subclass of,healthcare,Q31207,1
1099,primary school system,id-less,subclass of,school,Q3914,1
1100,poverty,Q10294,subclass of,social inequalities,Q5431887,1
1101,primary schooling,Q67455873,subclass of,organised learning,Q97612091,1
1102,principal street,id-less,located in the administrative territorial entity,Accra,Q3761,1
1103,prison inmates,Q104899345,subclass of,ex-convicts,Q43633551,1
1104,prison population,Q104498691,part of,Unsentenced detainees,id-less,1
1105,private,Q158668,subclass of,universities,Q3918,1
1106,private sector,Q591763,country,Ghana,Q117,1
1107,private sector,Q591763,has part,enrolment,Q102252225,1
1108,private sector,Q591763,opposite of,public sector,Q294217,1
1109,pro-poor programmes,id-less,facet of,balanced development,Q16168926,1
1110,poverty among the aged,id-less,subclass of,poor households,id-less,1
1111,poverty,Q10294,subclass of,incidence,Q217690,1
1112,policy almanac,id-less,subclass of,almanac,Q171341,1
1113,political stability,Q47369905,country,Ghana,Q117,1
1114,policy coherence,Q11999334,facet of,sustainability,Q219416,1
1115,policy framework,Q107437541,subclass of,framework,Q6671777,1
1116,policy guidelines,Q106988120,subclass of,policy briefs,Q73271947,1
1117,"policy, planning, monitoring and evaluation divisions",id-less,has part,cross-sectoral planning groups,id-less,1
1118,political,Q82955,has part,affiliations,Q46815761,1
1119,political,Q82955,has part,civic engagement,Q4116870,1
1120,political,Q82955,part of,economic,Q8134,1
1121,political parties,Q7278,has part,political parties's manifestos,id-less,1
1122,political parties's manifestos,id-less,part of,political parties,Q7278,1
1123,pollution,Q58734,has cause,particulate matter,Q498957,1
1124,poverty,Q10294,has part,poor,Q5729485,1
1125,poor,Q5729485,subclass of,poverty,Q10294,1
1126,poor people in Ghana,id-less,country,Ghana,Q117,1
1127,population,Q33829,country,Ghana,Q117,1
1128,population,Q33829,has part,head of household,Q2962010,1
1129,population,Q33829,studied by,demographic,Q30103,1
1130,population of 28 million,id-less,country,GHANA,Q117,1
1131,population that feel unsafe walking alone around the area population that feel unsafe walking alone around the area they live live,id-less,number of participants,70,Q712514,1
1132,poverty,Q10294,has cause,insecurity,Q3152967,1
1133,poverty,Q10294,has effect,vulnerability,Q631425,1
1134,saving services,id-less,subclass of,financial services,Q5449654,1
1135,savings and loans,Q16734072,subclass of,microfinance,Q926217,1
1136,school curriculum,Q59927617,part of,educational curriculum,Q104438308,1
1137,targets,Q852162,part of,SDGs,Q7649586,1
1138,traders,Q1574206,field of this occupation,trade,Q601401,1
1139,traditional authorities,id-less,field of work,national development,Q107018047,1
1140,training,Q216033,different from,education,Q8434,1
1141,training,Q216033,part of,standards and conditions of service,id-less,1
1142,training,Q216033,subclass of,dissemination exercise,id-less,1
1143,transdisciplinary,Q114410594,subclass of,research,Q42240,1
1144,transforma tion,id-less,facet of,economic system,Q159810,1
1145,transmission,Q525512,facet of,Electricity,Q12725,1
1146,transparency,Q3026325,facet of,accountability,Q2798912,1
1147,transparency and accountability,Q43116347,facet of,governance,Q1553864,1
1148,treatment success rate,Q44340540,instance of,success rate,Q64710795,1
1149,ts,Q191779,part of,Aspec,Q183061,1
1150,types of coral reefs,id-less,subclass of,coral reef,Q11292,1
1151,typhoid,Q83319,has cause,open defecation,Q17072861,1
1152,umbrella bodies,id-less,subclass of,representative organisation,id-less,1
1153,under-5 mortality,Q40383035,subclass of,maternal mortality,Q1339474,1
1154,under-development,Q63436872,subclass of,poverty,Q10294,1
1155,unemployed,Q28790169,subclass of,vulnerable employment,id-less,1
1156,"unemployed, underemployed and informal workers",id-less,country,Ghana,Q117,1
1157,unpaid care work,Q63185258,part of,household,Q259059,1
1158,unserved,Q80118356,subclass of,underserved,Q79052905,1
1159,trade-offs,Q87153717,has effect,effectiveness,Q1296024,1
1160,trade-offs,Q87153717,facet of,sustainable development,Q131201,1
1161,trade,Q601401,practiced by,traders,Q1574206,1
1162,technical vocational,Q7692316,subclass of,Vocational education,Q6869278,1
1163,targets,Q852162,part of,strategies,Q185451,1
1164,targets,Q852162,subclass of,indicators,Q21170064,1
1165,teacher,Q37226,field of this occupation,teacher ratio,id-less,1
1166,teacher licensure,id-less,subclass of,examination,Q27318,1
1167,teacher ratio,id-less,practiced by,teacher,Q37226,1
1168,technical,Q569612,subclass of,education,Q8434,1
1169,technical and vocational education and training,Q18286682,subclass of,pre-tertiary education,Q16977903,1
1170,technical propos,Q4456859,subclass of,propos,Q108163,1
1171,technical review meeting,id-less,facet of,draft documents,id-less,1
1172,television,Q289,different from,radio,Q872,1
1173,trade,Q601401,part of,world economy,Q473750,1
1174,tertiary,Q188645,follows,secondary education,Q14623204,1
1175,the SDGs,Q99574564,part of,Sustainable Development Goals,Q7649586,1
1176,the remaining 19 percent of the population,id-less,country,Ghana,Q117,1
1177,the rest,Q3795550,shares border with,West Africa,Q4412,1
1178,thi s,Q24771846,part of,economic policies,Q582577,1
1179,three regions,Q48399733,country,Ghana,Q117,1
1180,tourism,Q49389,subclass of,recreation,Q184872,1
1181,trade,Q601401,has part,development cooperation,Q12359517,1
1182,trade,Q601401,has part,investment,Q4290,1
1183,upper primary,Q64063386,followed by,junior high school,Q149566,1
1184,urban,Q159313,opposite of,rural area,Q175185,1
1185,urban area,Q702492,opposite of,rural areas,Q175185,1
1186,women’s participation in the labour market,id-less,facet of,women’s economic empowerment,Q91185994,1
1187,wetland resource management,id-less,facet of,water quality,Q625376,1
1188,widow-hood rites,id-less,instance of,traditional practices,Q39269919,1
1189,without productive capacity,id-less,subclass of,disability,Q12131,1
1190,women,Q467,facet of,Gender Equality,Q113453,1
1191,women,Q467,has part,girls,Q6581072,1
1192,women,Q467,opposite of,older persons,Q114428811,1
1193,women,Q467,subclass of,children,Q7569,1
1194,women and girls,Q84048852,subclass of,deprived of a dignified life,id-less,1
1195,women in 30 percent of public appointments,id-less,instance of,quota system,Q2123671,1
1196,wood cookstove,id-less,use,cooking,Q38695,1
1197,web,Q466,instance of,system,Q1,1
1198,wooden trays,id-less,subclass of,trays,Q3538255,1
1199,world of the future is likely to look,id-less,facet of,world of the future,id-less,1
1200,young people,Q7875591,opposite of,older persons,Q114428811,1
1201,youth,Q190007,different from,urban population,Q4145472,1
1202,youth,Q190007,subclass of,sub-platform,id-less,1
1203,youth unemployment rate in Ghana,id-less,country,Ghana,Q117,1
1204,youth-related concerns,id-less,part of,17 goals,id-less,1
1205,‘Income -doubling plan’,id-less,country,Japan,Q17,1
1206,‘no’,Q67365338,different from,The answer is ‘no’,id-less,1
1207,welfare packages,id-less,part of,compensation,Q1742093,1
1208,web,Q466,has part,policies,Q47011897,1
1209,urban areas,Q58259934,opposite of,rural areas,Q175185,1
1210,vision,Q162668,subclass of,plan,Q4006,1
1211,urban population,Q4145472,different from,youth,Q190007,1
1212,urban population,Q4145472,opposite of,rural,Q7380465,1
1213,urban unemployed,id-less,subclass of,Chronically poor,id-less,1
1214,urban-rural linkages,Q106136856,country,Ghana,Q117,1
1215,vague knowledge,id-less,part of,SDGs,Q7649586,1
1216,vigour,Q50384179,part of,Plan,Q4006,1
1217,vii,Q23350,part of,Head potters,id-less,1
1218,viii.,Q28469718,part of,Fisher folks,Q3746130,1
1219,vision,Q162668,said to be the same as,“vision”,Q35773162,1
1220,vision document,Q7936186,said to be the same as,framework,Q6671777,1
1221,wealth quintile,id-less,said to be the same as,numerator,Q2279584,1
1222,vision document,Q7936186,subclass of,frameworks,Q22080812,1
1223,visionary,Q2330647,studies,future,Q344,1
1224,vocational,Q322563,subclass of,education,Q8434,1
1225,vocational training,Q16861871,subclass of,skills,Q10670181,1
1226,vulnerability,Q631425,has cause,poverty,Q10294,1
1227,walking,Q6537379,subclass of,fine motor skills,Q98556733,1
1228,walkwa,Q13634881,different from,hawkers,Q27918492,1
1229,walkway,Q13634881,part of,street,Q34442,1
1230,waste,Q45701,has cause,corruption,Q366,1
1231,targets,Q852162,part of,development plan,Q5266783,1
1232,targets,Q852162,different from,goals,Q4503831,1
1233,science,Q336,has part,research,Q42240,1
1234,target stakeholders,id-less,facet of,targeted review meetings,id-less,1
1235,shift work,Q1068683,subclass of,work opportunities,Q82091048,1
1236,short,Q24862,part of,Growth Area,Q40763478,1
1237,short -term,id-less,opposite of,medium,Q2249676,1
1238,short -term plans,id-less,opposite of,medium,Q2249676,1
1239,significant gender differences,Q89776273,facet of,gender,Q48277,1
1240,similar exercise,id-less,point in time,November 2018,Q31179571,1
1241,skill,Q205961,subclass of,knowledge,Q9081,1
1242,skills development,Q7535242,part of,Infrastructure Plan,Q96709247,1
1243,skills training,Q22814515,part of,education,Q8434,1
1244,skills training,Q22814515,subclass of,education,Q8434,1
1245,small loans,Q43706066,studied by,micro-finance,Q112859364,1
1246,snack,Q749316,part of,assembly time,id-less,1
1247,social,Q345367,country,Ghana,Q117,1
1248,social,Q345367,has part,educational,Q7922,1
1249,social,Q345367,has part,environmental,Q10485087,1
1250,social entrepreneurship,Q817245,subclass of,private enterprise,Q110583109,1
1251,social insurance,Q7653906,subclass of,social security,Q2483208,1
1252,social media,Q202833,subclass of,communication,Q11024,1
1253,social media,Q202833,subclass of,information dissemination,Q112116869,1
1254,social policy,Q828395,subclass of,policy,Q1156854,1
1255,social violence,Q33892024,opposite of,Economic violence,Q19899573,1
1256,shea,Q3570980,instance of,commodity,Q2424752,1
1257,share of expenditure,id-less,part of,household expenditure,Q35553248,1
1258,sexual violence,Q558075,subclass of,violence,Q124490,1
1259,sector development plans,id-less,facet of,development plans,Q75763325,1
1260,sea defence,Q2599160,subclass of,coastal protection,Q113501313,1
1261,secondary education,Q14623204,followed by,tertiary,Q188645,1
1262,secondary level,Q7443787,part of,education,Q8434,1
1263,secondary level,Q7443787,subclass of,education,Q8434,1
1264,sector,Q3958441,different from,district,Q123705,1
1265,sector,Q3958441,has part,district,Q123705,1
1266,sector,Q3958441,part of,Economy,Q159810,1
1267,sector,Q3958441,part of,national plan preparation sub-programme,id-less,1
1268,sector,Q3958441,subclass of,plan,Q4006,1
1269,sectoral,Q110279343,contains administrative territorial entity,district,Q123705,1
1270,sexual violence,Q558075,subclass of,Physical,Q413,1
1271,sectoral policies and strategies,id-less,part of,Agenda for Jobs,id-less,1
1272,sectors,Q2739810,has part,budget,Q41263,1
1273,seeking for a job,id-less,subclass of,available for work,id-less,1
1274,senior high,Q9826,subclass of,technical school,Q322563,1
1275,senior high school,Q9826,different from,primary level,Q46402722,1
1276,senior high school,Q9826,follows,junior,Q148659,1
1277,senior high school,Q9826,subclass of,graduates,Q18541326,1
1278,sex,Q10525,has part,persons,Q5,1
1279,sexual,Q12198,subclass of,violence,Q124490,1
1280,social violence,Q33892024,opposite of,economic violence,Q19899573,1
1281,socially vulnerable,id-less,subclass of,vulnerability,Q631425,1
1282,societies,Q8425,has part,economies,Q50807212,1
1283,sub-regional,Q108401738,subclass of,development policies and programmes,id-less,1
1284,strategies,Q185451,has part,targets,Q852162,1
1285,street children,Q501846,population,4,Q202,1
1286,street children,Q501846,subclass of,schoolchildren,Q48942,1
1287,structure,Q811979,part of,economy,Q159810,1
1288,structures,Q811979,has part,New structures,Q72370737,1
1289,structures,Q811979,has part,augment,Q760437,1
1290,sub-national,Q7603708,part of,SDGs,Q7649586,1
1291,sub-national,Q7603708,part of,national,Q53247,1
1292,sub-national development planning,id-less,facet of,national and international development issues,id-less,1
1293,subsequent ones,id-less,follows,present,Q192613,1
1294,strategic action,Q107681368,part of,SDGs,Q7649586,1
1295,successful incorporation,Q33213657,part of,SDGs,Q7649586,1
1296,sustainability,Q219416,instance of,dimensions,Q95044734,1
1297,sustainability matrix,id-less,part of,SEA Tools,id-less,1
1298,sustainability pillars,id-less,depicts,Venn diagram,Q190763,1
1299,sustainable development,Q131201,subclass of,development policy,Q61706319,1
1300,sustainable development,Q131201,subclass of,societies,Q8425,1
1301,sustainable development goals,Q7649586,has part,SDGs,Q7649586,1
1302,sustainable energy for all,Q6351103,country,Ghana,Q117,1
1303,systems approaches,Q54021607,subclass of,trans-disciplinary initiatives,id-less,1
1304,strategic plan,Q72910779,subclass of,guidelines,Q1630279,1
1305,stoves,Q37236874,different from,fuel wood,Q113437656,1
1306,society,Q8425,has part,dignity of the human person,id-less,1
1307,sports,Q349,subclass of,activities,Q61788060,1
1308,socio-cultural,Q9154782,instance of,pillars of sustainability,id-less,1
1309,socio-economic policies,id-less,part of,Fiscal,Q1419659,1
1310,solar panels,Q66498511,part of,energy sector,Q1304795,1
1311,solar power,Q40015,subclass of,renewable energy,Q12705,1
1312,solar-powered systems,id-less,subclass of,renewable energy,Q12705,1
1313,solid waste,Q96333750,part of,Integrated Waste Management,Q112884474,1
1314,spatial disparities,Q36664450,has effect,recent slowdown in the pace of poverty reduction,id-less,1
1315,special needs,Q63861526,studied by,Special Education,Q212105,1
1316,special needs,Q63861526,subclass of,children,Q7569,1
1317,sports section,id-less,part of,academic field,Q11862829,1
1318,storage,Q66221,subclass of,data,Q42848,1
1319,st atus,id-less,country,Ghana,Q117,1
1320,stable democracy,id-less,facet of,sustainable development,Q131201,1
1321,stage of development,Q56094582,part of,history,Q309,1
1322,standards,Q591990,applies to jurisdiction,state,Q7275,1
1323,standards and conditions of service,id-less,has part,training,Q216033,1
1324,start-ups,Q129238,subclass of,entrepreneurship,Q3908516,1
1325,state support,Q113006031,part of,Infrastructure Plan,Q96709247,1
1326,stigma,Q1137326,subclass of,discrimination,Q169207,1
