,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
11945,graduating out,Q110708031,country,Lao PDR,Q819,1
11946,graduation,Q1054021,has effect,placement,Q1484784,1
11947,graduation,Q1054021,instance of,time period,Q11514315,1
11948,grant,Q230788,different from,land,Q11081619,1
11949,grant,Q230788,said to be the same as,loan,Q189539,1
11950,granting process,id-less,subclass of,process,Q10843872,1
11951,grants,Q545727,different from,loans,Q6663494,1
11952,grants,Q545727,has part,Revenue,Q850210,1
11953,grants,Q545727,part of,Current Account,Q746687,1
11954,grants,Q545727,part of,Government budget,Q271855,1
11955,grants,Q545727,part of,government,Q7188,1
11956,grants,Q545727,part of,research,Q42240,1
11957,grants,Q545727,subclass of,Donor support,Q33892227,1
11958,grants,Q545727,subclass of,aid,Q2827815,1
11959,grants,Q545727,subclass of,debt,Q3196867,1
11960,grants,Q545727,subclass of,donor transfers,id-less,1
11961,grading,Q5591926,part of,standards,Q591990,1
11962,grade levels,id-less,part of,grade,Q18185,1
11963,grants,Q545727,subclass of,subvention,Q193219,1
11964,grade levels,id-less,facet of,Early Childhood Education,Q1472221,1
11965,governments,Q5589383,continent,Africa,Q15,1
11966,governments,Q5589383,has part,adopt,Q180472,1
11967,governments,Q5589383,has part,companies,Q257303,1
11968,governments,Q5589383,has part,opportu nities,id-less,1
11969,governments,Q5589383,subclass of,businesses,Q17708761,1
11970,governments,Q5589383,subclass of,oversee,Q1240788,1
11971,government’s,Q161837,instance of,business,Q4830453,1
11972,government’s,Q161837,subsidiary,LACC,Q1727138,1
11973,government’s,Q161837,subsidiary,National Bureau of Concessions,id-less,1
11974,governors,Q32210830,different from,mayors,Q7750742,1
11975,gr ow,Q48197307,instance of,promote,Q103927205,1
11976,grace period,Q4148421,part of,concessional terms,id-less,1
11977,grade,Q18185,part of,school,Q3914,1
11978,grade 1,Q8563383,subclass of,dropout rate,Q3981411,1
11979,grade 5,Q5447589,part of,lower secondary education,Q30681143,1
11980,grade 5,Q5447589,part of,secondary education,Q14623204,1
11981,grade 5,Q5447589,subclass of,Gross enrolment,Q2640828,1
11982,grade 6,Q7533207,point in time,6,Q23488,1
11983,grade levels,id-less,different from,levels,Q2315784,1
11984,grants,Q545727,subclass of,nonprofit,Q163740,1
11985,grants,Q545727,subclass of,transfers,Q96334566,1
11986,griculture,id-less,part of,Rural Sector,id-less,1
11987,green bond,Q5133457,facet of,renewable energy,Q12705,1
11988,green economic growth,Q59302123,subclass of,financing,Q6055890,1
11989,green economy,Q598188,subclass of,knowledge economy,Q830170,1
11990,green economy plan,id-less,part of,national development plan,Q846059,1
11991,green growth,Q5603535,facet of,environmental,Q10485087,1
11992,green growth,Q5603535,instance of,strategy,Q185451,1
11993,green growth,Q5603535,part of,economy,Q159810,1
11994,green growth,Q5603535,subclass of,regulations,Q106947327,1
11995,green growth development,id-less,instance of,policy framework,Q107437541,1
11996,green growth potential,id-less,instance of,sectors,Q2739810,1
11997,green growth public,id-less,country,Lao PDR,Q819,1
11998,green growth strategy,id-less,instance of,evaluation framework,Q98089239,1
11999,green sector,id-less,has part,circular,Q327611,1
12000,green transition,Q113678543,subclass of,transition,Q1606712,1
12001,greenhouse,Q165044,subclass of,gas,Q39558,1
12002,greenhouse,Q165044,subclass of,prote ction,id-less,1
12003,greenhouse gas,Q167336,has effect,climate change,Q125928,1
12004,greenhouse gas,Q167336,has effect,emissions,Q10711575,1
12005,greenhouse gas,Q167336,subclass of,emissions,Q10711575,1
12006,greenhouse gas emissions,Q3588927,subclass of,other emissions,id-less,1
12007,green bond,Q5133457,subclass of,debt swap,Q113218317,1
12008,green area,Q22652,part of,urban environment,Q30443872,1
12009,grants,Q545727,use,social protection,Q2483208,1
12010,green,Q3133,subclass of,sustainable,Q66095801,1
12011,grants as a per cent,id-less,part of,GDP,Q12638,1
12012,grants as a percent of GDP,id-less,part of,Figure 1.2,id-less,1
12013,grass,Q43238,has part,root,Q111029,1
12014,grassroots,Q929651,has part,Youth organisations,Q1572070,1
12015,grassroots,Q929651,has part,school,Q3914,1
12016,grassroots level,id-less,has part,central,Q57525,1
12017,grassroots sports,Q906445,subclass of,sports,Q349,1
12018,gratuities,Q77580838,subclass of,compensation,Q1742093,1
12019,gravity,Q11412,has part,main,Q1670,1
12020,gravity water,Q12081561,subclass of,borehole,Q502102,1
12021,greater,Q47035128,part of,growth,Q1342838,1
12022,greater accountability,id-less,part of,political stability,Q47369905,1
12023,greater attention,Q28250622,subclass of,attention,Q6501338,1
12024,greater economic activity,id-less,part of,economic activity,Q8187769,1
12025,greed,Q12819497,said to be the same as,moral decay,Q56396559,1
12026,greements,id-less,part of,markets,Q110249433,1
12027,green,Q3133,said to be the same as,beautiful,Q813449,1
12028,green,Q3133,said to be the same as,clean,Q15752618,1
12029,green,Q3133,studied by,Spatial Planning,Q149013,1
12030,guide lines,Q43797782,subclass of,lines,Q27910497,1
12031,guidelines,Q1630279,facet of,quality,Q1207505,1
12032,health,Q12147,has part,protection,Q179073,1
12033,hazard data,id-less,studied by,hazard risk management,id-less,1
12034,hazardous,Q5687710,subclass of,prohibited,Q95038242,1
12035,hazardous,Q5687710,subclass of,workers’ rights,Q2915476,1
12036,hazardous chemicals,Q757138,has effect,air,Q7391292,1
12037,hazardous chemicals,Q757138,has effect,illnesses,Q33445897,1
12038,hazardous chemicals,Q757138,subclass of,hazardous,Q5687710,1
12039,hazardous waste,Q1069369,has effect,pollution,Q58734,1
12040,hazardous waste,Q1069369,subclass of,toxic chemicals,Q17669916,1
12041,hazards,Q114547318,has effect,forecasts,Q64791210,1
12042,hazards,Q114547318,has effect,shocks,Q105912941,1
12043,he alth,id-less,located in the administrative territorial entity,county,Q19470,1
12044,he alth care,id-less,facet of,pregnant women,Q308623,1
12045,he alth care waste,id-less,subclass of,unsafe handling,id-less,1
12046,he ld,id-less,part of,democratic elections,Q66867047,1
12047,headcount rate,id-less,facet of,poverty,Q10294,1
12048,headline risk,id-less,facet of,socio-,Q1643441,1
12049,heads,Q23640,part of,households,Q64873892,1
12050,heads of household,Q84776850,subclass of,elderly,Q1358789,1
12051,healt h-financing,id-less,facet of,poverty,Q10294,1
12052,health,Q12147,different from,lives,Q842337,1
12053,hazard risk management,id-less,studies,hazard data,id-less,1
12054,have occurred,id-less,has effect,natural disasters,Q8065,1
12055,health,Q12147,facet of,Health,Q12147,1
12056,hatcheries,id-less,subclass of,breeding grounds,Q56219395,1
12057,harmonization,Q5659376,subclass of,alignment,Q2579409,1
12058,harmonization,Q5659376,subclass of,solidarity,Q1003,1
12059,harmonization dialogues,id-less,part of,land boundary disputes,id-less,1
12060,harmonization of tariffs,id-less,subclass of,tariffs,Q52389,1
12061,harmonize,Q38902387,subclass of,legal instrument,Q3150005,1
12062,harmonized,Q1012568,part of,connected,Q54021143,1
12063,harmonized justi ce,id-less,part of,harmonized justi ce system,id-less,1
12064,harmonized justi ce system,id-less,has part,harmonized justi ce,id-less,1
12065,harmonizing,Q35006662,facet of,agricultural,Q5356428,1
12066,harmony,Q184421,instance of,lifestyle,Q32090,1
12067,harmony,Q184421,said to be the same as,coexistence,Q974067,1
12068,harvest,Q213753,has effect,Post-harvest losses,Q7233548,1
12069,harvest,Q213753,part of,trade,Q601401,1
12070,harvest loss by 50%,id-less,facet of,Agriculture,Q11451,1
12071,harvester,Q1900188,subclass of,tractor,Q39495,1
12072,harvesting,Q213753,studies,water,Q283,1
12073,harvesting,Q213753,subclass of,conservation,Q832237,1
12074,harvests,Q79947363,part of,Agricultural,Q5356428,1
12075,has also,id-less,part of,Crime,Q83267,1
12076,health,Q12147,facet of,Education,Q8434,1
12077,health,Q12147,facet of,Improving,Q469842,1
12078,harmonization,Q5659376,instance of,process,Q10843872,1
12079,health,Q12147,has part,5 km,Q25714343,1
12080,health,Q12147,has part,capacity,Q1347367,1
12081,health,Q12147,has part,care,Q699385,1
12082,health,Q12147,has part,care programmes,Q51886577,1
12083,health,Q12147,has part,care provision,Q50927447,1
12084,health,Q12147,has part,centre,Q739951,1
12085,health,Q12147,has part,economic benefits,Q26375137,1
12086,health,Q12147,has part,environmental,Q10485087,1
12087,health,Q12147,has part,equipment,Q10273457,1
12088,health,Q12147,has part,essential medical supplies,id-less,1
12089,health,Q12147,has part,exercise,Q219067,1
12090,health,Q12147,has part,financing,Q6055890,1
12091,health,Q12147,has part,implementation,Q245962,1
12092,health,Q12147,has part,improve,Q7892,1
12093,health,Q12147,has part,individuals,Q795052,1
12094,health,Q12147,has part,infrastructure,Q121359,1
12095,health,Q12147,has part,institutions,Q27711101,1
12096,health,Q12147,has part,legislation,Q820655,1
12097,health,Q12147,has part,nutrition status,Q64805099,1
12098,health,Q12147,has part,offices,Q182060,1
12099,health,Q12147,has part,behaviour,Q9332,1
12100,health,Q12147,has effect,retained,Q29820731,1
12101,health,Q12147,facet of,PAPD,Q2104671,1
12102,health,Q12147,has effect,outcomes,Q38084488,1
12103,health,Q12147,facet of,access to health,Q67075251,1
12104,health,Q12147,facet of,care,Q699385,1
12105,health,Q12147,facet of,economic background,Q83325789,1
12106,health,Q12147,facet of,energy,Q11379,1
12107,health,Q12147,facet of,environment,Q2249676,1
12108,health,Q12147,facet of,food security,Q1229911,1
12109,health,Q12147,facet of,healthcare,Q31207,1
12110,health,Q12147,facet of,human development,Q2347178,1
12111,health,Q12147,facet of,lives,Q842337,1
12112,health,Q12147,facet of,living standards,Q28407012,1
12113,health,Q12147,facet of,population,Q33829,1
12114,health,Q12147,facet of,protection,Q179073,1
12115,health,Q12147,facet of,skilled,Q2588761,1
12116,health,Q12147,facet of,standard of living,Q175850,1
12117,health,Q12147,has cause,environmental hazards,Q15759008,1
12118,health,Q12147,has cause,mother,Q7560,1
12119,health,Q12147,has effect,death,Q4,1
12120,health,Q12147,has effect,improved,Q7892,1
12121,health,Q12147,has effect,morbidity,Q4,1
12122,harmonization,Q5659376,said to be the same as,standardization,Q369577,1
12123,harmonization,Q5659376,facet of,statutory,Q1197685,1
12124,guidelines,Q1630279,facet of,regulate,Q7309633,1
12125,h,Q129,part of,i n t s,id-less,1
12126,h,Q129,part of,i t e,Q15751563,1
12127,h a n c e d,id-less,part of,A n,Q12346843,1
12128,h a s,Q15432669,has part,i m p l e m e n t e d,id-less,1
12129,h e,Q295691,part of,a n d,Q18109730,1
12130,h e,Q295691,part of,c o l l,id-less,1
12131,h e,Q295691,part of,i a l,Q100748291,1
12132,h e,Q295691,part of,m o u n t a i n s,id-less,1
12133,h e,Q295691,part of,t e,Q24681058,1
12134,h e a l t h,id-less,part of,i m p r o v e,id-less,1
12135,h ealth,id-less,has cause,maternal,Q20490136,1
12136,h ealth,id-less,subclass of,ealth,Q7688463,1
12137,h i c h,id-less,part of,u t c o m e s,id-less,1
12138,h igher,id-less,part of,fuel prices,Q297279,1
12139,h o w n,id-less,part of,a s,Q504339,1
12140,h u m a n,id-less,followed by,o n a l,id-less,1
12141,h u m a n,id-less,part of,o n a l,id-less,1
12142,h uman,Q22337034,instance of,capital,Q193893,1
12143,h uman,Q22337034,part of,financial,Q22687,1
12144,ha ve a n d,id-less,said to be the same as,ports,Q2248089,1
12145,h,Q129,part of,i s h,Q49817068,1
12146,h,Q129,part of,i g h,Q80697879,1
12147,habitation,Q699405,subclass of,land,Q11081619,1
12148,h,Q129,part of,i d,Q1421134,1
12149,guidelines,Q1630279,has part,3600,Q10222379,1
12150,guidelines,Q1630279,has part,4120 21520,id-less,1
12151,guidelines,Q1630279,has part,4400,Q107176559,1
12152,guidelines,Q1630279,has part,5300,Q19247119,1
12153,guidelines,Q1630279,part of,IEC,Q193858,1
12154,guidelines,Q1630279,part of,curriculum,Q207137,1
12155,guidelines,Q1630279,part of,plans,Q1371819,1
12156,guidelines,Q1630279,part of,timetables,Q112153384,1
12157,guidelines,Q1630279,said to be the same as,standards,Q591990,1
12158,guidelines,Q1630279,subclass of,Develop,Q844746,1
12159,guiding principles,Q5615549,facet of,development cooperation,Q12359517,1
12160,guiding principles,Q5615549,has part,Commitments against the guiding principles,id-less,1
12161,gun control,Q1328508,facet of,t h e,Q7790686,1
12162,gymnastics,Q43450,subclass of,exercise,Q219067,1
12163,gymnastics,Q43450,subclass of,sports,Q349,1
12164,h,Q129,has part,t,Q127,1
12165,h,Q129,instance of,age,Q185836,1
12166,h,Q129,instance of,integral part,Q109852010,1
12167,h,Q129,part of,T h,Q27143834,1
12168,habitat degradation,Q34619606,has effect,Aquatic resources are under threat,id-less,1
12169,habitats,Q52105,part of,ecosystem,Q37813,1
12170,harmoniz ed,id-less,subclass of,M&E,Q11573,1
12171,harcoal,id-less,used by,harcoal maker,id-less,1
12172,hard investments,id-less,opposite of,soft issues,Q112882373,1
12173,hard labo r,id-less,subclass of,exploited,Q927381,1
12174,hard money,Q5655578,facet of,economy,Q159810,1
12175,hard money,Q5655578,opposite of,dual currency,Q30693265,1
12176,hard to compile,id-less,subclass of,compile,Q383538,1
12177,hardest to,Q96380335,said to be the same as,stakehol ders,id-less,1
12178,hardship,Q23936149,subclass of,eco nomic,Q50586788,1
12179,hardware,Q3966,subclass of,equipment,Q10273457,1
12180,hardwood,Q2266509,subclass of,sustainable,Q66095801,1
12181,harmful practices,Q26797483,facet of,Gender Based Violence,Q6163243,1
12182,harmful practices,Q26797483,facet of,VAWG,id-less,1
12183,harmoni,Q5659213,subclass of,mechanism,Q517596,1
12184,harmonies,Q36153,part of,legal,Q2210557,1
12185,harmonious,Q1012568,subclass of,Developing,Q3025401,1
12186,harmonious,Q1012568,subclass of,working,Q1202916,1
12187,harmonisation,Q5659376,subclass of,policies,Q47011897,1
12188,harmonised coordination mechanism,id-less,has part,regulations,Q106947327,1
12189,harmonisin g,id-less,subclass of,policy interventions,Q33834025,1
12190,harmoniz e r e g u l a t,id-less,facet of,consumer health and rights,id-less,1
12191,harcoal maker,id-less,product or material produced,harcoal,id-less,1
12192,harbor,Q283202,use,industrial fishing,Q15991149,1
12193,half of all government employees,id-less,opposite of,Women represent about half of all government employees,id-less,1
12194,harbor,Q283202,use,fishing,Q14373,1
12195,half of whom,id-less,part of,young adults,Q102225420,1
12196,hallenge,Q3803019,has part,c,Q623,1
12197,hallenges,id-less,part of,contexts,Q5165186,1
12198,hamlets,Q1349022,different from,village,Q532,1
12199,hand -washing,id-less,facet of,sanitation,Q949149,1
12200,hand washing,Q552461,subclass of,facilities,Q15761653,1
12201,hand washing,Q552461,subclass of,hygiene,Q162297,1
12202,hand washing,Q552461,subclass of,practice,Q451967,1
12203,hand washing,Q552461,subclass of,tools,Q36500248,1
12204,handicraft,Q877729,subclass of,industr y,id-less,1
12205,handicraft,Q877729,subclass of,manufacturing,Q187939,1
12206,handicrafts,Q877729,subclass of,beverages,Q40050,1
12207,handicrafts,Q877729,subclass of,consumer goods,Q56573357,1
12208,handicrafts,Q877729,subclass of,industrial,Q487965,1
12209,handicrafts,Q877729,use,tourism,Q49389,1
12210,handicrafts,Q877729,uses,wood,Q4421,1
12211,handle often,id-less,practiced by,professional,Q702269,1
12212,handwashing,Q552461,facet of,sanitation,Q949149,1
12213,happ iness,id-less,facet of,society,Q8425,1
12214,governments,Q5589383,applies to jurisdiction,local,Q11851202,1
12215,government-wide,Q60742418,part of,Government,Q7188,1
12216,government's national,id-less,part of,government,Q7188,1
12217,global social and economic crisis,id-less,has cause,COVID -19,Q112712553,1
12218,global trade volume,id-less,facet of,trade,Q601401,1
12219,globalizati on of investment,id-less,facet of,foreign investment,Q104700343,1
12220,globalization,Q7181,has cause,foreign,Q61029267,1
12221,globally,Q13780930,has part,global,Q13780930,1
12222,globally significant forests,id-less,country,Liberia,Q1014,1
12223,go,Q11413,instance of,scheme,Q959962,1
12224,goal,Q4503831,different from,purpose,Q4503831,1
12225,goal,Q4503831,has cause,binding constraints,Q55400430,1
12226,goal,Q4503831,has cause,conditions,Q1762735,1
12227,goal,Q4503831,has cause,ove rarching,id-less,1
12228,goal,Q4503831,has effect,development outcomes,Q90017597,1
12229,goal,Q4503831,has part,aquatic resources,Q96703274,1
12230,goal,Q4503831,has part,objectives,Q94315724,1
12231,goal,Q4503831,part of,MDGs,Q81737,1
12232,goal 7,id-less,part of,SDG,Q7649586,1
12233,goal level,id-less,subclass of,interventions,Q15763635,1
12234,goal st atement,id-less,part of,vision,Q162668,1
12235,goals,Q4503831,different from,objectives,Q94315724,1
12236,goals,Q4503831,has effect,outcome,Q2995644,1
12237,global targets,Q97636245,has part,Malawi,Q1020,1
12238,global prices of food and energy,id-less,has cause,geopolitical tensions,id-less,1
12239,goals,Q4503831,has part,achieveme nt,id-less,1
12240,global picture,Q81028363,instance of,picture,Q478798,1
12241,global consultations on circular economy,id-less,organizer,UNIDO,Q386120,1
12242,global development agenda,id-less,has part,national,Q53247,1
12243,global development goals,id-less,facet of,sectors,Q2739810,1
12244,global economic,Q15749669,has part,continental,Q174769,1
12245,global economy,Q473750,has part,3.2%,id-less,1
12246,global economy,Q473750,has part,financial flows,Q76631270,1
12247,global economy has reopened,id-less,has part,some,Q23635,1
12248,global energy mix,id-less,has part,Renewable energy,Q12705,1
12249,global extreme poverty rate,Q110708967,facet of,extreme poverty,Q2714378,1
12250,global financial,Q896666,has effect,rebound,Q654355,1
12251,global financial,Q896666,subclass of,monitoring,Q2143522,1
12252,global financial crisis in 2008,id-less,follows,Asia financial crisis in 1997,id-less,1
12253,global financial crisis in 2008,id-less,point in time,2008,Q2004,1
12254,global frameworks,Q52688771,different from,regional frameworks,id-less,1
12255,global goals,Q7649586,part of,national development planning,Q104880767,1
12256,global indicators,Q56769124,has part,indicat ors,id-less,1
12257,global indicators,Q56769124,part of,SDGs,Q7649586,1
12258,global indicators,Q56769124,part of,frameworks,Q22080812,1
12259,global market,Q2746910,instance of,market,Q330284,1
12260,goals,Q4503831,has effect,results,Q2995644,1
12261,goals,Q4503831,has part,institutions,Q27711101,1
12262,global commodity prices fell,id-less,part of,8th Five-Year Plan,id-less,1
12263,goods,Q2424752,part of,market,Q330284,1
12264,goods,Q2424752,part of,systematic maintenance,id-less,1
12265,goods,Q2424752,used by,transportation,Q7590,1
12266,goods and services,Q2897903,has part,expenditure,Q760120,1
12267,goods and services,Q2897903,subclass of,taxes,Q8161,1
12268,gover nment,id-less,part of,public,Q294440,1
12269,govern,Q83307,subclass of,protect,Q473972,1
12270,govern ment,id-less,field of work,forestry,Q38112,1
12271,govern ment,id-less,has part,A,Q577,1
12272,govern ment,id-less,has part,B,Q8799,1
12273,govern ment,id-less,has part,People’s Assembly,Q20992048,1
12274,governa nce,id-less,facet of,gender,Q48277,1
12275,governance,Q1553864,facet of,country,Q6256,1
12276,governance,Q1553864,facet of,democracy,Q7174,1
12277,governance,Q1553864,facet of,development,Q1074523,1
12278,governance,Q1553864,facet of,disability,Q12131,1
12279,governance,Q1553864,facet of,domestic,Q144,1
12280,governance,Q1553864,facet of,economic development,Q4530482,1
12281,governance,Q1553864,facet of,good,Q15290,1
12282,governance,Q1553864,facet of,good governance,Q1345314,1
12283,goods,Q2424752,part of,markets,Q110249433,1
12284,goods,Q2424752,part of,commercial production,Q51383925,1
12285,goals,Q4503831,has part,objectiv es,id-less,1
12286,good times,Q1248045,part of,cyclical,Q15275719,1
12287,goals,Q4503831,has part,objectives,Q94315724,1
12288,goals,Q4503831,part of,SDG,Q7649586,1
12289,goals,Q4503831,part of,SDGs,Q7649586,1
12290,goals,Q4503831,part of,activities,Q61788060,1
12291,goals,Q4503831,part of,development,Q1074523,1
12292,goals,Q4503831,part of,objectives,Q94315724,1
12293,goals,Q4503831,part of,packages,Q18614375,1
12294,goals,Q4503831,part of,social sector,Q1063076,1
12295,goals,Q4503831,part of,strategies,Q185451,1
12296,goals,Q4503831,season of club or team,PAPD,Q2104671,1
12297,goals set,Q47999271,has part,first step,Q3269975,1
12298,goethite,Q189703,subclass of,Iron ore,Q191552,1
12299,gold,Q897,has part,bars,Q26323090,1
12300,gold,Q897,instance of,natural resource,Q188460,1
12301,good,Q15290,said to be the same as,network,Q1301371,1
12302,good,Q15290,said to be the same as,record,Q49848,1
12303,good condition,Q67029161,said to be the same as,excellent,Q3735902,1
12304,good condition,Q67029161,subclass of,condition,Q12136,1
12305,good times,Q1248045,opposite of,bad times,Q978204,1
12306,global consultations on circular,id-less,part of,regional preparatory meetings,id-less,1
12307,global commodity price decline,id-less,point in time,2015,Q2002,1
12308,government's e-governance platform,id-less,facet of,e-governance,Q15118772,1
12309,geographic disparity,Q35676593,instance of,measured,Q6804232,1
12310,geographic location,Q2221906,facet of,disability,Q12131,1
12311,geographic location,Q2221906,facet of,geographic,Q4006,1
12312,geographic region,Q82794,has part,population,Q33829,1
12313,geographical,Q1071,has part,advantages,Q73223275,1
12314,geographical,Q1071,has part,ethnicity,Q41710,1
12315,geographical location,Q2221906,country,Lao PDR,Q819,1
12316,geographical location,Q2221906,facet of,socioeconomi c,id-less,1
12317,geographical variations,Q56379064,subclass of,variations,Q763324,1
12318,geography,Q1071,studies,access,Q80689,1
12319,geological,Q193842,has part,geophysical,Q849953,1
12320,geological,Q193842,studies,mineral,Q7946,1
12321,geology,Q1069,studies,finding oil,Q57449872,1
12322,geophysical,Q849953,part of,geological,Q193842,1
12323,geopolitical tensions,id-less,has effect,global prices of food and energy,id-less,1
12324,geos,Q1210707,part of,government,Q7188,1
12325,geospatial,Q2986578,has part,availability,Q663290,1
12326,geospatial,Q2986578,has part,spatial,Q107,1
12327,geospatial,Q2986578,subclass of,information,Q11028,1
12328,geriatric,Q10384,subclass of,health,Q12147,1
12329,geographic distribution,Q4257161,facet of,economies of organization,id-less,1
12330,geographic,Q4006,subclass of,advantages,Q73223275,1
12331,gi r l s ar e at,id-less,part of,I ngr ai ned cul t ur al,id-less,1
12332,geographic,Q4006,country,Liberia,Q1014,1
12333,generate more and better,id-less,part of,private sector,Q591763,1
12334,generate revenues,id-less,has effect,wealth,Q200535,1
12335,generating,Q159719,subclass of,ones,Q949676,1
12336,generating national revenue,id-less,part of,economic growth,Q189833,1
12337,generation,Q11398090,facet of,technology,Q11016,1
12338,generation,Q11398090,has effect,economic,Q8134,1
12339,generation,Q11398090,has effect,employment,Q656365,1
12340,generation,Q11398090,has part,2,Q200,1
12341,generation,Q11398090,has part,capacity,Q1347367,1
12342,generation,Q11398090,has part,dis semination,id-less,1
12343,generation,Q11398090,has part,distribution,Q200726,1
12344,generation,Q11398090,part of,Electricity,Q12725,1
12345,generation,Q11398090,product or material produced,energy,Q11379,1
12346,generation,Q11398090,studied by,analysis,Q7754,1
12347,generation,Q11398090,subclass of,technology,Q11016,1
12348,generation of electricity,Q33431783,point in time,2019,Q25274,1
12349,generations,Q723679,followed by,future generations,Q954025,1
12350,generative capacity,id-less,facet of,energy access,Q100336130,1
12351,geodetic network,Q4175911,subclass of,information,Q11028,1
12352,germ,Q170065,subclass of,plasm,Q12156,1
12353,girl,Q3031,different from,adolescent,Q1492760,1
12354,global commodity price decline,id-less,has cause,EVD outbreak,id-less,1
12355,girl’s,Q152563,subclass of,education,Q8434,1
12356,global,Q13780930,creator,World Health Organisation,Q93636225,1
12357,global,Q13780930,has part,Influent,Q47468023,1
12358,global,Q13780930,has part,Liberia,Q1014,1
12359,global,Q13780930,has part,country,Q6256,1
12360,global,Q13780930,has part,diplomacy,Q1889,1
12361,global,Q13780930,has part,human capital,Q165687,1
12362,global,Q13780930,has part,institutions,Q27711101,1
12363,global,Q13780930,has part,mea sures,id-less,1
12364,global,Q13780930,has part,next decade of action,id-less,1
12365,global,Q13780930,has part,proxy indicator,Q2610543,1
12366,global,Q13780930,has part,regional development,Q482379,1
12367,global,Q13780930,has part,renewable energy,Q12705,1
12368,global,Q13780930,part of,globally,Q13780930,1
12369,global,Q13780930,subclass of,exports,Q90920788,1
12370,global,Q13780930,subclass of,health,Q12147,1
12371,global FDI flows,id-less,has cause,COVID -19 pandemic,Q113888949,1
12372,global TB database,id-less,maintained by,WHO,Q7817,1
12373,global biodiversity hotspots,id-less,instance of,listed,Q984923,1
12374,global commitments,Q55249035,instance of,strategies,Q185451,1
12375,glob al,id-less,has part,Liberia,Q1014,1
12376,girl’s,Q152563,subclass of,adolescent,Q1492760,1
12377,girls,Q6581072,country,Malawi,Q1020,1
12378,girls’ empowerment,Q90113721,facet of,women,Q467,1
12379,girls,Q6581072,different from,Women,Q467,1
12380,girls,Q6581072,facet of,Gender equality,Q113453,1
12381,girls,Q6581072,follows,women,Q467,1
12382,girls,Q6581072,has cause,GBV,Q1500919,1
12383,girls,Q6581072,instance of,Gender,Q48277,1
12384,girls,Q6581072,instance of,gender,Q48277,1
12385,girls,Q6581072,instance of,rights,Q780687,1
12386,girls,Q6581072,opposite of,Women,Q467,1
12387,girls,Q6581072,opposite of,wome n,id-less,1
12388,girls,Q6581072,part of,MoH,Q203535,1
12389,girls,Q6581072,part of,NLGFC,id-less,1
12390,girls,Q6581072,part of,Women,Q467,1
12391,girls,Q6581072,subclass of,Sexual violence,Q558075,1
12392,girls,Q6581072,subclass of,rights,Q780687,1
12393,girls everywhere,id-less,has part,5.1,Q60724383,1
12394,girls in school,id-less,subclass of,children,Q7569,1
12395,girls' rights,id-less,part of,Women's,Q948442,1
12396,girls’,Q20153,opposite of,boys’,Q242488,1
12397,girls’,Q20153,subclass of,education,Q8434,1
12398,governance,Q1553864,facet of,human,Q5,1
12399,governance,Q1553864,facet of,land,Q11081619,1
12400,governance,Q1553864,facet of,management,Q2920921,1
12401,government,Q7188,product or material produced,reven ue,id-less,1
12402,government,Q7188,product or material produced,school,Q3914,1
12403,government,Q7188,product or material produced,securities,Q1416279,1
12404,government,Q7188,product or material produced,services,Q114080183,1
12405,government,Q7188,product or material produced,sustenance,Q2095,1
12406,government,Q7188,subclass of,institutions,Q27711101,1
12407,government,Q7188,subclass of,spheres of government,id-less,1
12408,government,Q7188,subclass of,systems,Q50808462,1
12409,government,Q7188,subsidiary,Civil Service Commission,Q7889614,1
12410,government,Q7188,subsidiary,MACs,Q18028763,1
12411,government,Q7188,subsidiary,MoT,Q1059196,1
12412,government,Q7188,subsidiary,OFID,Q27725953,1
12413,government,Q7188,subsidiary,PAPD,Q2104671,1
12414,government,Q7188,subsidiary,Private Sector Finance Fund,id-less,1
12415,government,Q7188,subsidiary,SP,Q175,1
12416,government,Q7188,subsidiary,SUN,Q132,1
12417,government,Q7188,subsidiary,State Department for Planning,id-less,1
12418,government,Q7188,subsidiary,Ten,Q23806,1
12419,government,Q7188,subsidiary,parastatals,Q98082153,1
12420,government,Q7188,subsidiary,security forces,Q7444961,1
12421,government,Q7188,product or material produced,revenue,Q850210,1
12422,government,Q7188,product or material produced,contracts,Q37427685,1
12423,government agencies,Q327333,field of work,development financing,id-less,1
12424,government,Q7188,part of,three spheres of government,id-less,1
12425,government,Q7188,instance of,capacity of government,id-less,1
12426,government,Q7188,instance of,created,Q78522641,1
12427,government,Q7188,instance of,donor-funded initiatives,id-less,1
12428,government,Q7188,instance of,parastatals,Q98082153,1
12429,government,Q7188,instance of,policy level,Q60113897,1
12430,government,Q7188,instance of,remit,Q1351807,1
12431,government,Q7188,instance of,scale,Q188488,1
12432,government,Q7188,item operated,premises,Q670151,1
12433,government,Q7188,member of,ILO,Q35936,1
12434,government,Q7188,member of political party,NDP,Q130765,1
12435,government,Q7188,number of participants,60,Q79998,1
12436,government,Q7188,owner of,central government accounts,id-less,1
12437,government,Q7188,owner of,debt,Q3196867,1
12438,government,Q7188,owner of,government assets,id-less,1
12439,government,Q7188,part of,National,Q53247,1
12440,government,Q7188,part of,economic,Q8134,1
12441,government,Q7188,part of,partner,Q728646,1
12442,government,Q7188,part of,partner system,id-less,1
12443,government,Q7188,part of,political,Q82955,1
12444,government,Q7188,subsidiary,world bank,Q7164,1
12445,government agencies,Q327333,has part,local administrations,Q58292819,1
