,head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count
485,long -term national development plan,id-less,facet of,economy,Q159810,1
486,long -term planning,id-less,opposite of,medium -term planning,id-less,1
487,long term,Q247145,part of,Growth Area,Q40763478,1
488,long term,Q247145,subclass of,plan,Q4006,1
489,macro,Q629579,part of,economic,Q8134,1
490,macroeconomic,Q39680,part of,socio -economic issues,id-less,1
491,macroeconomic management,Q63768837,subclass of,prudent,Q60589645,1
492,macroeconomic policy,Q11821836,subclass of,development policy,Q61706319,1
493,managerial,Q2990807,studies,financial,Q22687,1
494,measurable,Q516776,subclass of,frameworks,Q22080812,1
495,medium,Q2249676,opposite of,short -term,id-less,1
496,medium,Q2249676,opposite of,short -term plans,id-less,1
497,medium,Q2249676,part of,Growth Area,Q40763478,1
498,medium -term planning,id-less,opposite of,long -term planning,id-less,1
499,medium term,Q22294920,part of,Growth Area,Q40763478,1
500,medium-term development plan,id-less,has part,medium-term expenditure framework,id-less,1
501,medium-term expenditure framework,id-less,part of,medium-term development plan,id-less,1
502,03901,id-less,headquarters location,Headquarters,Q7540126,1
503,Outputs,Q54919667,part of,Main Outputs,id-less,1
504,Programme,Q170584,has part,Budget,Q41263,1
505,Child and Family Welfare,id-less,subclass of,Welfare,Q12002092,1
506,China’s,Q19188,has part,14.8 percent,id-less,1
507,Citifmonline.com,id-less,inception,"April 22, 2017",Q33122533,1
508,Civic,Q4421073,part of,Social,Q345367,1
509,"Climate Variability, Change and Management",id-less,facet of,Change,Q1150070,1
510,Commercial Infrastructure,id-less,part of,Social,Q345367,1
511,Commission,Q55657615,parent organization,Parliament,Q11010,1
512,Communication Number,id-less,subclass of,Number,Q11563,1
513,Constitution,Q7755,part of,Constitutions,Q3875285,1
514,Constitution Review Commission,id-less,main subject,Popular mandate,id-less,1
515,Constitution Review Commission Report,id-less,main subject,Popular mandate,id-less,1
516,Constitutions,Q3875285,has part,Constitution,Q7755,1
517,Construction Industry Development,id-less,subclass of,Development,Q1074523,1
518,Coordinated,Q1536,has part,Number of,Q4319,1
519,Coordinated Programme,id-less,instance of,Programme,Q170584,1
520,Coordination Programme of Economic and Social Development Policies,id-less,instance of,national development policy framework,id-less,1
521,Coordination of Environmental Policies,id-less,field of work,Environmental Policies,Q36730612,1
522,Cost Center,Q5174761,has part,Economic Item,id-less,1
523,Culture,Q11042,has part,Development,Q1074523,1
524,DPs,Q1061846,parent organization,GoG,Q1486288,1
525,DPs,Q1061846,parent organization,Government of Ghana,Q16733607,1
526,Decentralised Planning,id-less,subclass of,Planning,Q309100,1
527,Deepening Democratic Governance in Ghana,id-less,country,Ghana,Q117,1
528,Development,Q1074523,has cause,Population,Q33829,1
529,China,Q148,said to be the same as,largest by 2050,id-less,1
530,Change without Transformation,Q90576362,opposite of,Structure of the Economy,id-less,1
531,Professional evaluation,id-less,part of,Audit,Q181487,1
532,Challenges and Areas for Redress,id-less,has part,Areas for Redress,id-less,1
533,Agenda 2063,Q56296197,has part,SDGs,Q7649586,1
534,Agenda 2063,Q56296197,publication date,2013,Q1998,1
535,Annual Progress Report,Q27725076,instance of,Progress Report,Q18170293,1
536,Annual Progress Reports,Q66259542,publisher,NDPC,Q6953302,1
537,Application for administrative funds,id-less,part of,Monthly Monthly Monthly,id-less,1
538,Areas for Redress,id-less,part of,Challenges and Areas for Redress,id-less,1
539,Aspec,Q183061,has part,ts,Q191779,1
540,Audit,Q181487,has part,Professional evaluation,id-less,1
541,BUDGET,Q41263,has part,PROGRAMME,Q170584,1
542,Benchmark Revenue,id-less,has part,percen tage,id-less,1
543,Black Star Stadium,id-less,area,2,Q200,1
544,Budget,Q41263,part of,Programme,Q170584,1
545,Budget Programme,id-less,has part,Budget Programme Results Statement,id-less,1
546,Budget Programme,id-less,has part,Objective,Q4503831,1
547,Budget Programme,id-less,has part,Projects,Q93241073,1
548,Budget Programme Objective,id-less,point in time,1,Q199,1
549,Budget Programme Results Statement,id-less,part of,Budget Programme,id-less,1
550,Budget Sub-Programme Objective,id-less,subclass of,Objective,Q4503831,1
551,Budget Year 2019,id-less,point in time,2019,Q25274,1
552,CHALLENGES OF PLAN,id-less,part of,OPPORTUNITIES AND CHALLENGES OF PLAN,id-less,1
553,CSPG,Q5104536,has part,technical review,Q96334216,1
554,Cabinet,Q640506,part of,Parliament,Q11010,1
555,Central Business District,Q738570,located in the administrative territorial entity,Central,Q57525,1
556,Development,Q1074523,part of,Culture,Q11042,1
557,Development Agenda,Q112923516,point in time,2014,Q1999,1
558,Development Number,id-less,has part,Number of,Q4319,1
559,Development Planning Commission,id-less,instance of,Planning Commission,Q2641081,1
560,Emergence of the Colonial Economy,id-less,main subject,Colonial Economy,id-less,1
561,Employee Compensation,Q5374280,subclass of,payment,Q1148747,1
562,Environmental,Q10485087,subclass of,Environment,Q2249676,1
563,Environmentally sustainable,Q112877775,subclass of,requirements,Q1761598,1
564,Escaping the Middle -Income Trap,id-less,narrative location,Middle,Q23595,1
565,Establishment of Autonomous Public Services,id-less,facet of,Autonomous Public Services,id-less,1
566,Evolution of British Colonialism,id-less,main subject,British Colonialism,Q56004082,1
567,Existence of,Q1699404,subclass of,Policy,Q1156854,1
568,Field Monitoring Reports on Sectors and District,id-less,subclass of,Monitoring Reports on Sectors and District,id-less,1
569,Financing Infrastructure,Q108564518,facet of,Infrastructure,Q121359,1
570,Fiscal Decentralisation,Q60033127,facet of,Decentralisation,Q188961,1
571,Five Strategic Goals of the Plan,id-less,part of,Plan,Q4006,1
572,Flood Control,Q1187968,subclass of,Drainage,Q7481320,1
573,Food and Nutrition Security,Q77135871,subclass of,Security,Q2526135,1
574,Forest Management,Q372561,subclass of,Management,Q2920921,1
575,From Vision to Action,Q112910956,followed by,Vision to Action,Q48774369,1
576,Future of Work,Q105468213,has part,Preparing for the Future of Work,id-less,1
577,Future of Work,Q105468213,part of,the Plan,Q1986472,1
578,GHANA,Q117,member of,GOAL FIVE,id-less,1
579,GH¢,id-less,has part,expenditure,Q760120,1
580,GIP,Q41429,has part,GIP Completed,id-less,1
581,GIP Completed,id-less,part of,GIP,Q41429,1
582,GOAL FIVE,id-less,has part,GHANA,Q117,1
583,Electricity,Q12725,has part,transmission,Q525512,1
584,Electricity,Q12725,has part,generation,Q11398090,1
585,Electricity,Q12725,has part,distribution,Q200726,1
586,Drivers of Economic Growth,id-less,main subject,Economic Growth,Q189833,1
587,Developmental Constitutio n,id-less,publication date,2011,Q1994,1
588,Developments in the International Environment,id-less,facet of,International Environment,Q15762355,1
589,Director-General,Q1501800,part of,Governing Board,Q96597574,1
590,Disaster Risk,Q63645802,instance of,Risk,Q104493,1
591,Disaster Risk Management,Q96334982,subclass of,Risk Management,Q189447,1
592,Dispu tes,id-less,instance of,Chieftaincy,Q65044209,1
593,District,Q123705,part of,Sector,Q3958441,1
594,District Performance Number,id-less,subclass of,Field Monitoring Reports,id-less,1
595,Dividend,Q181201,has part,Number of,Q4319,1
596,Does the name of a plan matter?,id-less,instance of,Q,Q321285,1
597,ECOWAS,Q193272,continent,Africa,Q15,1
598,Efficiency,Q1034411,subclass of,effectiveness,Q1296024,1
599,EVALUATION,Q1379672,part of,MONITORING,Q2143522,1
600,EVALUATION,Q1379672,part of,PLANNING,Q309100,1
601,Early Contact,Q54637244,subclass of,Contact,Q23797,1
602,Economic Decentralisation,id-less,facet of,Decentralisation,Q188961,1
603,Economic Item,id-less,part of,Cost Center,Q5174761,1
604,Economic Item,id-less,part of,Sub-Programme,id-less,1
605,Economic Modelling,Q15716398,subclass of,Modelling,Q1116876,1
606,Economic and Political Road Map to High -Income Status,id-less,instance of,Road Map,Q2298569,1
607,Economist Magazine,id-less,publisher,Economist Intelligence Unit,Q1063288,1
608,Education,Q8434,has part,1,Q199,1
609,Africa,Q15,instance of,continent,Q5107,1
610,Advent of Foreign Religions,id-less,number of episodes,3,Q201,1
611,Administrative Decentralisation,id-less,subclass of,Decentralisation,Q188961,1
612,2019 Indicative Year,id-less,followed by,2020 Indicative Year,id-less,1
613,14,Q38582,follows,9,Q19108,1
614,14.,Q38582,point in time,14,Q38582,1
615,14.8 percent,id-less,part of,China’s,Q19188,1
616,16,Q40254,followed by,17,Q40118,1
617,16,Q40254,instance of,Goals,Q4503831,1
618,17,Q40118,follows,16,Q40254,1
619,17,Q40118,instance of,Goals,Q4503831,1
620,18,Q38712,instance of,Goals,Q4503831,1
621,"184,000",id-less,part of,National Plan Preparation,id-less,1
622,1963/64,Q65063308,point in time,1963,Q2755,1
623,1969 -70,id-less,point in time,1969,Q2485,1
624,2,Q200,instance of,Goals,Q4503831,1
625,"2,030,261",id-less,publication date,"Nov 22, 2018",id-less,1
626,20,Q40292,followed by,30,Q42817,1
627,20 50,Q50462502,said to be the same as,50 50 75 36,id-less,1
628,2013,Q1998,followed by,2014,Q1999,1
629,2014,Q1999,followed by,2015,Q2002,1
630,2015,Q2002,followed by,2016,Q25245,1
631,2017,Q25290,followed by,2018,Q25291,1
632,2017 APR report,id-less,point in time,2017,Q25290,1
633,2017 Annual Progress Report on the Implementation of GSGDA II,id-less,point in time,2017,Q25290,1
634,2018,Q25291,followed by,2057,Q49932,1
635,2018 Target Year Value,id-less,point in time,2018,Q25291,1
636,14,Q38582,follows,12,Q36977,1
637,13,Q37141,followed by,14,Q38582,1
638,120,Q23688,part of,100,Q37413,1
639,1.5,Q20970431,point in time,1,Q199,1
640,0390101001,id-less,population,"7,312,555",id-less,1
641,03902,id-less,facet of,"National Development Policy, Planning, Monitoring and Evaluation",id-less,1
642,03902003,id-less,point in time,2003,Q1986,1
643,1,Q199,followed by,16,Q40254,1
644,1,Q199,followed by,6,Q23488,1
645,1 - 1 2 2 2,id-less,instance of,published,Q1361758,1
646,"1,522,261",id-less,facet of,Use of goods and services,id-less,1
647,"1,522,261",id-less,part of,National Policy Formulation,id-less,1
648,"1,522,261",id-less,part of,"National Policy Formulation 1,522,261",id-less,1
649,"1,522,2611,522,2611,522,2611,522,261",id-less,part of,National Policy Formulation,id-less,1
650,1.6,Q106636603,point in time,1,Q199,1
651,12,Q36977,followed by,14,Q38582,1
652,10,Q23806,instance of,Goals,Q4503831,1
653,10,Q23806,is a list of,Goals,Q4503831,1
654,10 32 24 24 30 35 40 40,id-less,instance of,coordinated,Q1536,1
655,100,Q37413,has part,120,Q23688,1
656,100,Q37413,has part,95,Q33615,1
657,100%,Q307482,point in time,100,Q37413,1
658,100% Populate system,id-less,instance of,policies,Q47011897,1
659,11,Q37136,followed by,12,Q36977,1
660,11,Q37136,is a list of,Goals,Q4503831,1
661,12,Q36977,followed by,13,Q37141,1
662,2018-2021 National Medium-Term Plan,id-less,part of,National Medium-Term Plan,id-less,1
663,2019-2022,Q81068910,point in time,2019,Q25274,1
664,Addis Ababa Declaration on Population,id-less,point in time,2014,Q1999,1
665,2020 Indicative,id-less,point in time,2020,Q25337,1
666,70%,Q4642934,said to be the same as,model,Q4610556,1
667,9,Q19108,followed by,11,Q37136,1
668,9,Q19108,followed by,14,Q38582,1
669,95,Q33615,part of,100,Q37413,1
670,A New Approach to Measuring Economic Growth,id-less,main subject,Economic Growth,Q189833,1
671,A. As the name indicates,id-less,instance of,principles,Q7245172,1
672,ACHIEVEMENTS,Q2988681,has part,KEY ACHIEVEMENTS,Q37983985,1
673,ACKNOWLEDGEMENT,Q847337,part of,PREFACE AND ACKNOWLEDGEMENTS,Q108256619,1
674,ANSWERS ABOUT THE LONG -TERM PLAN,id-less,part of,QUESTIONS AND ANSWERS ABOUT THE LONG -TERM PLAN,id-less,1
675,Abidjan,Q1515,twinned administrative body,Accra,Q3761,1
676,Accelerating and Sustaining Decentralisation in Ghana,id-less,country,Ghana,Q117,1
677,Accra,Q3761,country,British,Q842438,1
678,Accra,Q3761,country,Ghana,Q117,1
679,Accra,Q3761,twinned administrative body,Abidjan,Q1515,1
680,Accra International Conference Center,Q107034529,owned by,UNICEF,Q740308,1
681,Act,Q3258,point in time,12,Q36977,1
682,Act 479,id-less,main subject,Commission,Q55657615,1
683,Act 479,id-less,main subject,Legal Mandate,id-less,1
684,"Act 479, 1994",id-less,point in time,1994,Q2067,1
685,Act 815,id-less,instance of,Legislative Mandate,Q15238777,1
686,Act 815,id-less,legislated by,Parliament,Q11010,1
687,Act 815,id-less,point in time,815,Q29917,1
688,Act 815,id-less,publication date,2011,Q1994,1
689,7,Q23350,is a list of,Goals,Q4503831,1
690,7,Q23350,followed by,9,Q19108,1
691,6,Q23488,followed by,7,Q23350,1
692,4,Q202,instance of,Goals,Q4503831,1
693,2020 Indicative Year,id-less,followed by,2021 Indicative Year,id-less,1
694,2020 Indicative Year,id-less,follows,2019 Indicative Year,id-less,1
695,2021 Indicative,id-less,point in time,2021,Q49628,1
696,2021 Indicative Year,id-less,followed by,2022,Q49625,1
697,2021 Indicative Year,id-less,follows,2020 Indicative Year,id-less,1
698,2022,Q49625,follows,2021 Indicative Year,id-less,1
699,2057,Q49932,follows,2018,Q25291,1
700,3,Q201,instance of,Goals,Q4503831,1
701,30-year Infrastructure Plan,id-less,country,New Zealand,Q664,1
702,39 - 50 - 50 - - 50,id-less,number of participants,50,Q712519,1
703,"4,198,490",id-less,part of,"5,282,294",id-less,1
704,50 MDAs,id-less,subclass of,MMDAs,id-less,1
705,40,Q42317,followed by,50,Q712519,1
706,40 years,Q12299943,number of episodes,40,Q42317,1
707,45,Q6128115,point in time,50,Q712519,1
708,48 hours after receiving access to payment system,id-less,part of,payment system,Q986008,1
709,5,Q203,has part,MDAs,Q6878879,1
710,5,Q203,instance of,Goals,Q4503831,1
711,5,Q203,part of,Green Economy,Q598188,1
712,"5,282,294",id-less,has part,"4,198,490",id-less,1
713,"5,282,294",id-less,number of episodes,5,Q203,1
714,50 50 75 36,id-less,said to be the same as,20 50,Q50462502,1
715,GOAL ONE,id-less,instance of,GOAL,Q4503831,1
716,GPRS I,id-less,followed by,GSGDA II,id-less,1
717,GSGDA II,id-less,follows,GPRS I,id-less,1
718,National Vision 2030,id-less,country,Algeria,Q262,1
719,NATIONAL DEVELOPMENT POLICY,Q4259697,has part,MONITORING,Q2143522,1
720,NATIONAL DEVELOPMENT POLICY,Q4259697,has part,PLANNING,Q309100,1
721,NDPC,Q6953302,office held by head of the organization,Commissioners,Q88554257,1
722,Nana Addo Dankwa Akufo-Addo,Q718601,position held,His Excellency,Q1067610,1
723,National,Q53247,field of work,Policy,Q1156854,1
724,National APR,id-less,instance of,APR,Q118,1
725,National Annual Progress Report,id-less,instance of,Progress Report,Q18170293,1
726,National Development,Q107018047,facet of,Disability,Q12131,1
727,"National Development Plan, 2030",id-less,country,South Africa,Q258,1
728,National Development Planning Commission,Q104880767,inception,039,Q111859446,1
729,National Development Planning Commission,Q104880767,instance of,Planning Commission,Q2641081,1
730,National Development Planning Commission,Q104880767,number of participants,"7,312,555",id-less,1
731,National Development Planning System,id-less,has part,"National Development Policy, Planning, Monitoring and Evaluation",id-less,1
732,National Development Policy Framework,id-less,point in time,2018,Q25291,1
733,"National Development Policy, Planning, Monitoring and Evaluation",id-less,part of,National Development Planning System,id-less,1
734,National Income,Q1057397,part of,Growth in National Income,id-less,1
735,National Medium-Term,id-less,said to be the same as,Medium-Term,Q22294920,1
736,National Medium-Term Plan,id-less,has part,2018-2021 National Medium-Term Plan,id-less,1
737,National Plan Preparation,id-less,point in time,03902002,id-less,1
738,National Policy Formulation,id-less,has part,"1,522,2611,522,2611,522,2611,522,261",id-less,1
739,"National Policy Formulation 1,522,261",id-less,has part,"1,522,261",id-less,1
740,National Report on the Five-Year Review of the Implementation of the Addis Ababa Declaration on Population,id-less,country,Ghana,Q117,1
741,National Spatial,Q11420660,part of,Long -term National Development Plan,id-less,1
742,NATIONAL DEVELOPMENT PLANNING,Q104880767,instance of,PLANNING,Q309100,1
743,Monthly Monthly Monthly,id-less,has part,Application for administrative funds,id-less,1
744,Mohammed Adjei Sowah,Q35121341,located in the administrative territorial entity,Accra Metropolitan,Q284556,1
745,Middle of the month,id-less,part of,payment system,Q986008,1
746,MONITORING,Q2143522,part of,NATIONAL DEVELOPMENT POLICY,Q4259697,1
747,MONITORING,Q2143522,part of,PLANNING,Q309100,1
748,Macro,Q629579,subclass of,Modelling,Q1116876,1
749,Main Outputs,id-less,has part,Outputs,Q54919667,1
750,Main Outputs Output Indicator Past Years Projections,id-less,instance of,Output Indicator,id-less,1
751,Mainstreaming Development Communication,id-less,subclass of,Communication,Q11024,1
752,Maintenance framework,id-less,subclass of,infrastructure planning and delivery,id-less,1
753,Managing Public Expectations in the Age of Petroleum,id-less,main subject,Petroleum,Q22656,1
754,Medium Term National Development Policy Framework,id-less,instance of,results framework,id-less,1
755,Medium-Term,Q22294920,said to be the same as,National Medium-Term,id-less,1
756,Migration,Q177626,studied by,migration issues,Q77141777,1
757,Modelling the Ghanaian Economy for Effective Decision Making,id-less,country,Ghana,Q117,1
758,Migration,Q177626,studies,migration data,Q77088744,1
759,Migration and Development,Q27725733,subclass of,Development,Q1074523,1
760,Millennium Development Goals,Q81737,country,Ghana,Q117,1
761,Minerals Exploitation,id-less,subclass of,Exploitation,Q600571,1
762,Ministerial Realignment and Restructuring,id-less,has part,Restructuring,Q1376796,1
763,Ministry of Finance,Q4294782,country,Ghana,Q117,1
764,Ministry of Finance,Q4294782,instance of,ministry,Q192350,1
765,Ministry of Finance,Q4294782,instance of,sound environment,Q44328588,1
766,Ministry of Finance,Q4294782,located in the administrative territorial entity,Accra,Q3761,1
767,Mob Rule,Q191031,followed by,Instant Justice,Q1961848,1
768,National Values Policy,id-less,instance of,Values Policy,id-less,1
769,Natural Environment Management,id-less,subclass of,Management,Q2920921,1
770,MMDAs,id-less,different from,MDAs,Q6878879,1
771,New Approaches to Managing Development,id-less,subclass of,Managing Development,Q38849633,1
772,Parliament,Q11010,has part,Government,Q7188,1
773,Participation and Representation of Other Marginalised Groups,id-less,has part,Representation of Other Marginalised Groups,id-less,1
774,Participation of Women and Other Disadvantaged Groups in Governance,id-less,facet of,Governance,Q1553864,1
775,Petroleum Revenue,Q100162501,instance of,annual spending,Q93090080,1
776,Petroleum Revenue Management Act,id-less,point in time,2011,Q1994,1
777,Plan,Q4006,has part,Five Strategic Goals of the Plan,id-less,1
778,Plan,Q4006,has part,commitment,Q2648051,1
779,Plan,Q4006,has part,vigour,Q50384179,1
780,Policy Briefs,Q73271947,main subject,Policy Brief,Q96734731,1
781,Policy Framework,Q107437541,instance of,Results framework,id-less,1
782,Policy and Legislative Almanac,id-less,instance of,Application,Q166142,1
783,Political Decentralisation,id-less,point in time,1,Q199,1
784,Political and Civil Violence,id-less,subclass of,Civil Violence,Q44191400,1
785,Population,Q33829,has effect,Development,Q1074523,1
786,Poverty,Q10294,has effect,Inequality,Q28113351,1
787,Pre-Gold Coast Societies,id-less,instance of,Societies,Q8425,1
788,Prelude to Independence,id-less,main subject,Independence,Q24603,1
789,Preparation of Policy and Legislative Almanac,id-less,instance of,Almanac,Q171341,1
790,President,Q30461,appointed by,Parliament,Q11010,1
791,President,Q30461,country,Republic of Ghana,Q117,1
792,Prisons Service,id-less,country,Ghana,Q117,1
793,Private Sector,Q591763,has part,Ghanaian businesses,id-less,1
794,Procurement Value Chain Analysis,id-less,facet of,procurement,Q829492,1
795,Parliament,Q11010,has part,Cabinet,Q640506,1
796,Parliament,Q11010,country,Ghana,Q117,1
797,PWDs,id-less,subclass of,Accessible to all,id-less,1
798,Objective,Q4503831,part of,Budget Programme,id-less,1
799,No Projects,id-less,subclass of,Policy Guidelines,Q106988120,1
800,Norwegian Economy,id-less,country,Norway,Q20,1
801,Nothing is cast in stone,Q77732592,said to be the same as,cast in stone,Q962617,1
802,Number of,Q4319,part of,Coordinated,Q1536,1
803,Number of,Q4319,part of,Development Number,id-less,1
804,Number of,Q4319,part of,Dividend,Q181201,1
805,Number of meetings convened,id-less,facet of,Policies,Q47011897,1
806,Nutrition,Q2138622,part of,coordination meetings,Q51816823,1
807,ONOMY,Q104353910,country,EC,Q736,1
808,OPPORTUNITIES AND CHALLENGES OF PLAN,id-less,has part,CHALLENGES OF PLAN,id-less,1
809,Opportunities and threats of globalisation,id-less,main subject,global imperative,Q49520145,1
810,PROGRAMME,Q170584,part of,BUDGET,Q41263,1
811,Output Indicator,id-less,has part,Main Outputs,id-less,1
812,0390101,id-less,population,"7,312,555",id-less,1
813,PLANNING,Q309100,has part,EVALUATION,Q1379672,1
814,PLANNING,Q309100,has part,MONITORING,Q2143522,1
815,PLANNING,Q309100,part of,NATIONAL DEVELOPMENT POLICY,Q4259697,1
816,POLICY OBJECTIVES,id-less,facet of,POLICY,Q1156854,1
817,POLICY OBJECTIVES,id-less,point in time,1,Q199,1
818,PREFACE,Q670787,part of,PREFACE AND ACKNOWLEDGEMENTS,Q108256619,1
819,PREFACE AND ACKNOWLEDGEMENTS,Q108256619,has part,ACKNOWLEDGEMENT,Q847337,1
820,PREFACE AND ACKNOWLEDGEMENTS,Q108256619,has part,PREFACE,Q670787,1
821,MONITORING,Q2143522,part of,EVALUATION,Q1379672,1
822,MMDA APRs,id-less,instance of,APRs,Q787194,1
823,GSGDA II,id-less,has part,Commission,Q55657615,1
824,ICT,Q5268834,subclass of,M&E,Q11573,1
825,Goal 5,Q53581210,country,Ghana,Q117,1
826,Goal of the Plan,id-less,main subject,Transformation,Q461499,1
827,Good Society,Q105350342,has part,law and order,Q321423,1
828,Governance under Colonialism,id-less,facet of,Colonialism,Q7167,1
829,Governing Board,Q96597574,has part,Director-General,Q1501800,1
830,Government,Q7188,instance of,international development agencies,id-less,1
831,Government,Q7188,part of,Parliament,Q11010,1
832,Government Machinery,id-less,product or material produced,Machinery,Q1882685,1
833,Government of Ghana,Q16733607,subsidiary,DPs,Q1061846,1
834,Green Economy,Q598188,has part,5,Q203,1
835,Green Economy,Q598188,has part,MDAs,Q6878879,1
836,Growth Area,Q40763478,has part,long term,Q247145,1
837,Growth Area,Q40763478,has part,medium,Q2249676,1
838,Growth Area,Q40763478,has part,medium term,Q22294920,1
839,Growth Area,Q40763478,has part,short,Q24862,1
840,Growth in National Income,id-less,has part,National Income,Q1057397,1
841,Guidelines,Q1630279,instance of,Percentage,Q114550356,1
842,Guidelines,Q1630279,subclass of,draft document,Q560361,1
843,HEALTHY,Q24238419,part of,SOCIETY,Q8425,1
844,HIPC,Q1433120,instance of,Indebted Poor Countr,id-less,1
845,Harnessing the Demographic Dividend,id-less,main subject,Demographic Dividend,Q3634022,1
846,Health and Health Services,Q70893307,facet of,Health,Q12147,1
847,Housing Development,Q5916199,subclass of,Development,Q1074523,1
848,Goal 4,Q53581209,has part,efficient,Q1034411,1
849,Goal 4,Q53581209,has part,effective,Q5347238,1
850,Goal 4,Q53581209,has part,dynamic,Q1268978,1
851,Ghana Infrastructure Database,id-less,field of work,public awareness,Q99748589,1
852,GSS,Q14881255,number of participants,70,Q712514,1
853,Gender Equa lity and Women’s Issues,id-less,facet of,Women’s Issues,Q98158143,1
854,Ghana,Q117,contains administrative territorial entity,Lagos Mega -Region,id-less,1
855,Ghana,Q117,continent,World,Q2,1
856,Ghana,Q117,ethnic group,Ghanaians,Q15307583,1
857,Ghana,Q117,legislative body,Parliament,Q11010,1
858,Ghana,Q117,member of,African Union,Q7159,1
859,Ghana,Q117,member of,United Nations,Q1065,1
860,Ghana,Q117,population,100,Q37413,1
861,Ghana,Q117,product or material produced,electricity,Q12725,1
862,Ghana Infrastructure Plan,id-less,country,Ghana,Q117,1
863,GoG,Q1486288,subsidiary,DPs,Q1061846,1
864,Ghana Infrastructure Plan,id-less,instance of,GIP,Q41429,1
865,Ghana Macro-Economic Model,id-less,instance of,Macro-Economic Model,id-less,1
866,Ghana Police Service,Q5555387,country,Ghana,Q117,1
867,Ghana Poverty Reduction Strategy,id-less,inception,2001,Q1988,1
868,Ghana Shared Growth,id-less,country,Ghana,Q117,1
869,Ghana Shared Growth and Development Agenda II,id-less,point in time,2014,Q1999,1
870,Ghana in 2057,id-less,point in time,2057,Q49932,1
871,Ghana macroeconomic model,id-less,author,UNECA,Q1144508,1
872,Ghana: Vision,id-less,country,Ghana,Q117,1
873,Ghanaian businesses,id-less,part of,Private Sector,Q591763,1
874,Human Settlements,Q486972,studied by,Spatial Planning,Q149013,1
875,ICT Infrastructure,Q1817119,subclass of,Infrastructure,Q121359,1
876,MEDIUM-TERM,Q22294920,subclass of,EXPENDITURE TRENDS,Q90423107,1
877,Illustrated,Q48498,place of publication,London,Q84,1
878,Job Creation,Q56324059,has effect,Economic Growth,Q189833,1
879,KEY ACHIEVEMENTS,Q37983985,has part,ACHIEVEMENTS,Q2988681,1
880,KEY ACHIEVEMENTS,Q37983985,part of,ACHIEVEMENTS,Q2988681,1
881,KEY ELEMENTS OF THE LONG -TERM PLAN,id-less,part of,LONG -TERM PLAN,id-less,1
882,Key Preconditions for infrastructure development,id-less,facet of,infrastructure development,Q28225444,1
883,Lagos Mega -Region,id-less,country,Ghana,Q117,1
884,Land,Q11081619,subclass of,Violence,Q124490,1
885,Land reform,Q208128,subclass of,reforms,Q900406,1
886,Launch and Dissemination meetings,id-less,facet of,National Launch and Dissemination meetings,id-less,1
887,Local Economies as the Foundation of the National Economy,id-less,facet of,Foundation of the National Economy,id-less,1
888,Local governance reforms,id-less,subclass of,reforms,Q900406,1
889,Long -range Economic Plan,id-less,country,Japan,Q17,1
890,Long -term National Development Plan,id-less,has part,National Spatial,Q11420660,1
891,Long -term National Development Plan of Ghana,id-less,country,Ghana,Q117,1
892,Looking to 2060,id-less,publisher,Organisation for Economic Cooperation and Development,Q41550,1
893,MCE,Q24782546,office held by head of the organization,Chief Executive,Q484876,1
894,MDA,Q217,subclass of,APRs,Q787194,1
895,MDAs,Q6878879,different from,MMDAs,id-less,1
896,MDAs,Q6878879,has part,5,Q203,1
897,MDAs,Q6878879,has parts of the class,MMDAs,id-less,1
898,MDAs,Q6878879,part of,5,Q203,1
899,MDAs,Q6878879,part of,Green Economy,Q598188,1
900,MDAs,Q6878879,part of,MMDAs,id-less,1
901,JICA,Q107232504,field of work,nutrition,Q2138622,1
902,Isn’t 40 Years Too Long?,id-less,number of episodes,40,Q42317,1
903,Irrigation Infrastructure,id-less,facet of,Irrigation,Q11453,1
904,Infrastructure Delivery,id-less,facet of,infrastructure,Q121359,1
905,Implementation Committee Coordination and Technical Committees,id-less,part of,Inter ministerial committee on SDGs,id-less,1
906,Implementation of SDGs,id-less,facet of,SDGs,Q7649586,1
907,Implementation of the Infrastructure Plan,id-less,part of,Infrastructure Plan,Q96709247,1
908,In popular usage,id-less,instance of,popular usage,id-less,1
909,Indicative Strategies for Attaining Goal Five,id-less,main subject,Goal Five,id-less,1
910,Indicative Year 2020,id-less,followed by,Indicative Year 2021,id-less,1
911,Indicative Year 2021,id-less,follows,Indicative Year 2020,id-less,1
912,Indicator Description,id-less,part of,corresponding,Q2625729,1
913,Inequality,Q28113351,has cause,Poverty,Q10294,1
914,Infrastructure,Q121359,has part,Water and Water,Q96733187,1
915,Infrastructure Development,Q28225444,subclass of,Human Resources,Q5467169,1
916,Investment,Q4290,part of,International Trade,Q178803,1
917,Infrastructure Plan,Q96709247,has part,skills development,Q7535242,1
918,Infrastructure Plan,Q96709247,has part,state support,Q113006031,1
919,Infrastructure for Human Settlements,id-less,facet of,Human Settlements,Q486972,1
920,Instability in Government Machinery,id-less,facet of,Government Machinery,id-less,1
921,Instant Justice,Q1961848,follows,Mob Rule,Q191031,1
922,Institutions and Regulatory Framework for Corporate Go vernance in Ghana,id-less,country,Ghana,Q117,1
923,Inter ministerial committee on SDGs,id-less,has part,Implementation Committee Coordination and Technical Committees,id-less,1
924,Interlinkages between the Goals,id-less,facet of,Goals,Q4503831,1
925,International Conference on Population and Development,Q576920,point in time,2018,Q25291,1
