head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
income,Q850210,has effect,generating,Q159719,1,income has effect generating,income_Q850210,generating_Q159719
inflows,Q34070076,has part,FDI inflows,id-less,1,inflows has part FDI inflows,inflows_Q34070076,FDI inflows_id-less
human development,Q2347178,subclass of,Investment,Q4290,1,human development subclass of Investment,human development_Q2347178,Investment_Q4290
income,Q850210,has effect,Ensure,Q5380065,1,income has effect Ensure,income_Q850210,Ensure_Q5380065
inflows,Q34070076,has part,outflows,Q68957314,1,inflows has part outflows,inflows_Q34070076,outflows_Q68957314
inflows,Q34070076,opposite of,outflows,Q68957314,1,inflows opposite of outflows,inflows_Q34070076,outflows_Q68957314
inflows,Q34070076,subclass of,flows,Q912333,1,inflows subclass of flows,inflows_Q34070076,flows_Q912333
inflows of FDI,id-less,subclass of,inflows,Q34070076,1,inflows of FDI subclass of inflows,inflows of FDI_id-less,inflows_Q34070076
implementation,Q245962,has cause,decision making,Q1331926,1,implementation has cause decision making,implementation_Q245962,decision making_Q1331926
income,Q850210,has cause,production,Q739302,1,income has cause production,income_Q850210,production_Q739302
implementation,Q245962,has effect,construction,Q385378,1,implementation has effect construction,implementation_Q245962,construction_Q385378
implementation,Q245962,facet of,domestication,Q11395,1,implementation facet of domestication,implementation_Q245962,domestication_Q11395
income,Q850210,instance of,social indicators,Q7550672,1,income instance of social indicators,income_Q850210,social indicators_Q7550672
implementation,Q245962,different from,disbursement,Q28401305,1,implementation different from disbursement,implementation_Q245962,disbursement_Q28401305
income adjustment,id-less,subclass of,management,Q2920921,1,income adjustment subclass of management,income adjustment_id-less,management_Q2920921
implementation,Q245962,facet of,CEDAW,Q277072,1,implementation facet of CEDAW,implementation_Q245962,CEDAW_Q277072
human resource,Q2625010,has effect,potential,Q21170479,1,human resource has effect potential,human resource_Q2625010,potential_Q21170479
implementation,Q245962,facet of,NDP,Q130765,1,implementation facet of NDP,implementation_Q245962,NDP_Q130765
human resourc e expertise,id-less,part of,technologies,Q11016,1,human resourc e expertise part of technologies,human resourc e expertise_id-less,technologies_Q11016
human progress,Q52270249,instance of,multiple dimensions,Q30812355,1,human progress instance of multiple dimensions,human progress_Q52270249,multiple dimensions_Q30812355
inflation,Q35865,has cause,consistent,Q5163218,1,inflation has cause consistent,inflation_Q35865,consistent_Q5163218
inflation,Q35865,has cause,exchange rate,Q66100,1,inflation has cause exchange rate,inflation_Q35865,exchange rate_Q66100
inflation,Q35865,has cause,expenditure,Q760120,1,inflation has cause expenditure,inflation_Q35865,expenditure_Q760120
human mobility,Q19892785,subclass of,migration,Q177626,1,human mobility subclass of migration,human mobility_Q19892785,migration_Q177626
inflation consistent with acceptable,id-less,subclass of,inflation,Q35865,1,inflation consistent with acceptable subclass of inflation,inflation consistent with acceptable_id-less,inflation_Q35865
income,Q850210,subclass of,inequalities,Q93565459,1,income subclass of inequalities,income_Q850210,inequalities_Q93565459
income,Q850210,part of,economic,Q8134,1,income part of economic,income_Q850210,economic_Q8134
inflation,Q35865,has cause,monetary depreciation,id-less,1,inflation has cause monetary depreciation,inflation_Q35865,monetary depreciation_id-less
human lives,Q33773776,part of,economy,Q159810,1,human lives part of economy,human lives_Q33773776,economy_Q159810
human hazard,Q80302481,has cause,natural disaster,Q8065,1,human hazard has cause natural disaster,human hazard_Q80302481,natural disaster_Q8065
human dignity,Q11701015,instance of,social protection rights,id-less,1,human dignity instance of social protection rights,human dignity_Q11701015,social protection rights_id-less
inflation,Q35865,has part,single,Q134556,1,inflation has part single,inflation_Q35865,single_Q134556
inflation,Q35865,subclass of,rate,Q1144560,1,inflation subclass of rate,inflation_Q35865,rate_Q1144560
human capital,Q165687,has part,knowledge,Q9081,1,human capital has part knowledge,human capital_Q165687,knowledge_Q9081
,id-less,different from,equality,Q842346,1, different from equality,_id-less,equality_Q842346
infrastructure,Q121359,part of,training,Q216033,1,infrastructure part of training,infrastructure_Q121359,training_Q216033
livelihoods,Q98370870,has part,resource dependent,Q17148577,1,livelihoods has part resource dependent,livelihoods_Q98370870,resource dependent_Q17148577
living standards,Q28407012,subclass of,standards,Q591990,1,living standards subclass of standards,living standards_Q28407012,standards_Q591990
living standards,Q28407012,said to be the same as,quality of life,Q13100823,1,living standards said to be the same as quality of life,living standards_Q28407012,quality of life_Q13100823
living standards,Q28407012,opposite of,poverty,Q10294,1,living standards opposite of poverty,living standards_Q28407012,poverty_Q10294
living standards,Q28407012,has part,year,Q577,1,living standards has part year,living standards_Q28407012,year_Q577
living standards,Q28407012,country,Liberia,Q1014,1,living standards country Liberia,living standards_Q28407012,Liberia_Q1014
living document,Q5486070,facet of,targets,Q852162,1,living document facet of targets,living document_Q5486070,targets_Q852162
livestock husbandry,Q59794473,part of,agriculture,Q11451,1,livestock husbandry part of agriculture,livestock husbandry_Q59794473,agriculture_Q11451
livestock diseases,Q56820047,has parts of the class,Emerging and re-emerging livestock diseases,id-less,1,livestock diseases has parts of the class Emerging and re-emerging livestock diseases,livestock diseases_Q56820047,Emerging and re-emerging livestock diseases_id-less
livestock,Q4767951,use,agriculture,Q11451,1,livestock use agriculture,livestock_Q4767951,agriculture_Q11451
livestock,Q4767951,subclass of,crops,Q235352,1,livestock subclass of crops,livestock_Q4767951,crops_Q235352
livestock,Q4767951,part of,agriculture,Q11451,1,livestock part of agriculture,livestock_Q4767951,agriculture_Q11451
lives made safe from UXO,id-less,facet of,UXO,Q2302880,1,lives made safe from UXO facet of UXO,lives made safe from UXO_id-less,UXO_Q2302880
lives,Q842337,has part,individuals,Q795052,1,lives has part individuals,lives_Q842337,individuals_Q795052
lives,Q842337,different from,health,Q12147,1,lives different from health,lives_Q842337,health_Q12147
livelihoods,Q98370870,subclass of,livelihood,Q6658164,1,livelihoods subclass of livelihood,livelihoods_Q98370870,livelihood_Q6658164
livelihoods,Q98370870,subclass of,income,Q850210,1,livelihoods subclass of income,livelihoods_Q98370870,income_Q850210
livelihoods,Q98370870,subclass of,deriv,Q208469,1,livelihoods subclass of deriv,livelihoods_Q98370870,deriv_Q208469
living with disability,Q30290513,facet of,people with disability,Q7166037,1,living with disability facet of people with disability,living with disability_Q30290513,people with disability_Q7166037
loan,Q189539,subclass of,financing,Q6055890,1,loan subclass of financing,loan_Q189539,financing_Q6055890
loans,Q6663494,different from,grants,Q545727,1,loans different from grants,loans_Q6663494,grants_Q545727
local,Q11851202,instance of,sector,Q3958441,1,local instance of sector,local_Q11851202,sector_Q3958441
local,Q11851202,part of,national,Q53247,1,local part of national,local_Q11851202,national_Q53247
local,Q11851202,part of,local level,Q14942894,1,local part of local level,local_Q11851202,local level_Q14942894
local,Q11851202,part of,infrastructure deficit,id-less,1,local part of infrastructure deficit,local_Q11851202,infrastructure deficit_id-less
local,Q11851202,part of,Encourage,Q7445961,1,local part of Encourage,local_Q11851202,Encourage_Q7445961
local,Q11851202,parent organization,central,Q57525,1,local parent organization central,local_Q11851202,central_Q57525
local,Q11851202,located in the administrative territorial entity,state,Q7275,1,local located in the administrative territorial entity state,local_Q11851202,state_Q7275
local,Q11851202,located in the administrative territorial entity,national,Q53247,1,local located in the administrative territorial entity national,local_Q11851202,national_Q53247
local,Q11851202,instance of,risk,Q104493,1,local instance of risk,local_Q11851202,risk_Q104493
loans,Q6663494,part of,GDP,Q12638,1,loans part of GDP,loans_Q6663494,GDP_Q12638
local,Q11851202,instance of,levels,Q2315784,1,local instance of levels,local_Q11851202,levels_Q2315784
local,Q11851202,facet of,sanitation,Q949149,1,local facet of sanitation,local_Q11851202,sanitation_Q949149
local,Q11851202,different from,people,Q5,1,local different from people,local_Q11851202,people_Q5
local,Q11851202,different from,central,Q57525,1,local different from central,local_Q11851202,central_Q57525
local,Q11851202,authority,local administration,Q19799234,1,local authority local administration,local_Q11851202,local administration_Q19799234
lobally,id-less,subclass of,reuse,Q846574,1,lobally subclass of reuse,lobally_id-less,reuse_Q846574
loans,Q6663494,part of,investments,Q114500150,1,loans part of investments,loans_Q6663494,investments_Q114500150
livelihoods,Q98370870,practiced by,people,Q5,1,livelihoods practiced by people,livelihoods_Q98370870,people_Q5
livelihoods,Q98370870,has part,employment,Q656365,1,livelihoods has part employment,livelihoods_Q98370870,employment_Q656365
local,Q11851202,part of,sectoral,Q110279343,1,local part of sectoral,local_Q11851202,sectoral_Q110279343
livelihoods,Q98370870,has part,access to the same,id-less,1,livelihoods has part access to the same,livelihoods_Q98370870,access to the same_id-less
literacy,Q8236,has cause,Education,Q8434,1,literacy has cause Education,literacy_Q8236,Education_Q8434
literacy,Q8236,facet of,education,Q8434,1,literacy facet of education,literacy_Q8236,education_Q8434
literacy,Q8236,facet of,adult,Q80994,1,literacy facet of adult,literacy_Q8236,adult_Q80994
literacy,Q8236,different from,numeracy,Q140637,1,literacy different from numeracy,literacy_Q8236,numeracy_Q140637
listing,Q62313,part of,The full results framework for reducing corruption,id-less,1,listing part of The full results framework for reducing corruption,listing_Q62313,The full results framework for reducing corruption_id-less
list of those targets,id-less,part of,Table 2.11,id-less,1,list of those targets part of Table 2.11,list of those targets_id-less,Table 2.11_id-less
list of LDCs,id-less,is a list of,LDCs,Q6670327,1,list of LDCs is a list of LDCs,list of LDCs_id-less,LDCs_Q6670327
liquidity management,Q5471352,subclass of,transmission,Q525512,1,liquidity management subclass of transmission,liquidity management_Q5471352,transmission_Q525512
liquidity management,Q5471352,facet of,banking supervision,Q751309,1,liquidity management facet of banking supervision,liquidity management_Q5471352,banking supervision_Q751309
liquidity,Q184783,part of,financial system,Q1416617,1,liquidity part of financial system,liquidity_Q184783,financial system_Q1416617
liquidity,Q184783,has cause,fiscal authorities,id-less,1,liquidity has cause fiscal authorities,liquidity_Q184783,fiscal authorities_id-less
linked,Q73897190,facet of,SOEs,Q10041,1,linked facet of SOEs,linked_Q73897190,SOEs_Q10041
linkages,Q112949139,part of,coordination,Q2463100,1,linkages part of coordination,linkages_Q112949139,coordination_Q2463100
linkage,Q930933,facet of,value,Q194112,1,linkage facet of value,linkage_Q930933,value_Q194112
link database,id-less,subclass of,database,Q8513,1,link database subclass of database,link database_id-less,database_Q8513
link,Q215466,part of,senior national teams,id-less,1,link part of senior national teams,link_Q215466,senior national teams_id-less
lines,Q27910497,part of,transmission,Q525512,1,lines part of transmission,lines_Q27910497,transmission_Q525512
literacy,Q8236,has part,numer acy,id-less,1,literacy has part numer acy,literacy_Q8236,numer acy_id-less
literacy,Q8236,subclass of,communication,Q11024,1,literacy subclass of communication,literacy_Q8236,communication_Q11024
literacy,Q8236,subclass of,education,Q8434,1,literacy subclass of education,literacy_Q8236,education_Q8434
livelihood,Q6658164,has cause,poverty,Q10294,1,livelihood has cause poverty,livelihood_Q6658164,poverty_Q10294
livelihoods,Q98370870,facet of,people,Q5,1,livelihoods facet of people,livelihoods_Q98370870,people_Q5
livelihoods,Q98370870,facet of,UXO,Q2302880,1,livelihoods facet of UXO,livelihoods_Q98370870,UXO_Q2302880
livelihoods,Q98370870,different from,job,Q192581,1,livelihoods different from job,livelihoods_Q98370870,job_Q192581
livelihoods,Q98370870,different from,incomes,Q1308177,1,livelihoods different from incomes,livelihoods_Q98370870,incomes_Q1308177
livelihood,Q6658164,subclass of,opportunities,Q84501571,1,livelihood subclass of opportunities,livelihood_Q6658164,opportunities_Q84501571
livelihood,Q6658164,subclass of,benefit,Q678774,1,livelihood subclass of benefit,livelihood_Q6658164,benefit_Q678774
livelihood,Q6658164,has part,opportunities,Q84501571,1,livelihood has part opportunities,livelihood_Q6658164,opportunities_Q84501571
livelihood,Q6658164,different from,education,Q8434,1,livelihood different from education,livelihood_Q6658164,education_Q8434
literacy rates,id-less,facet of,adult literacy,Q29957929,1,literacy rates facet of adult literacy,literacy rates_id-less,adult literacy_Q29957929
live births,Q64041327,has cause,maternal,Q20490136,1,live births has cause maternal,live births_Q64041327,maternal_Q20490136
live births,Q64041327,has cause,birth,Q34581,1,live births has cause birth,live births_Q64041327,birth_Q34581
littering,Q1780867,subclass of,waste,Q45701,1,littering subclass of waste,littering_Q1780867,waste_Q45701
literature,Q8242,part of,cultural,Q11042,1,literature part of cultural,literature_Q8242,cultural_Q11042
literate population,id-less,subclass of,population,Q33829,1,literate population subclass of population,literate population_id-less,population_Q33829
literacy targeting,id-less,instance of,targeting,Q1628411,1,literacy targeting instance of targeting,literacy targeting_id-less,targeting_Q1628411
literacy t raining program,id-less,has part,pri mary educati on equivalency program,id-less,1,literacy t raining program has part pri mary educati on equivalency program,literacy t raining program_id-less,pri mary educati on equivalency program_id-less
local,Q11851202,part of,regional,Q1218597,1,local part of regional,local_Q11851202,regional_Q1218597
local,Q11851202,part of <triplet>communities,communities,Q177634,1,local part of <triplet>communities communities,local_Q11851202,communities_Q177634
line ministries,id-less,subclass of,departments,Q643589,1,line ministries subclass of departments,line ministries_id-less,departments_Q643589
locality,Q3257686,different from,sector,Q3958441,1,locality different from sector,locality_Q3257686,sector_Q3958441
long,Q10786776,said to be the same as,healthy,Q24238419,1,long said to be the same as healthy,long_Q10786776,healthy_Q24238419
long,Q10786776,part of,healthy,Q24238419,1,long part of healthy,long_Q10786776,healthy_Q24238419
logistics,Q177777,use,logistics services,Q58221921,1,logistics use logistics services,logistics_Q177777,logistics services_Q58221921
logistics,Q177777,subclass of,technical skills,Q66046941,1,logistics subclass of technical skills,logistics_Q177777,technical skills_Q66046941
logistics,Q177777,part of,transportation,Q7590,1,logistics part of transportation,logistics_Q177777,transportation_Q7590
logistics,Q177777,part of,telecommunication,Q418,1,logistics part of telecommunication,logistics_Q177777,telecommunication_Q418
logistical support,Q43797854,has part,delivery,Q7590,1,logistical support has part delivery,logistical support_Q43797854,delivery_Q7590
logistical,Q6124050,part of,technical,Q569612,1,logistical part of technical,logistical_Q6124050,technical_Q569612
logging,Q845249,subclass of,deforestation,Q169940,1,logging subclass of deforestation,logging_Q845249,deforestation_Q169940
log,Q193472,use,primary,Q669262,1,log use primary,log_Q193472,primary_Q669262
log,Q193472,subclass of,cubic,Q507461,1,log subclass of cubic,log_Q193472,cubic_Q507461
lockdown,Q223625,country,Thailand,Q869,1,lockdown country Thailand,lockdown_Q223625,Thailand_Q869
location,Q2221906,part of,geographical,Q1071,1,location part of geographical,location_Q2221906,geographical_Q1071
location,Q2221906,facet of,geographical,Q1071,1,location facet of geographical,location_Q2221906,geographical_Q1071
locally-driven development initiatives,id-less,subclass of,development initiatives,Q30267957,1,locally-driven development initiatives subclass of development initiatives,locally-driven development initiatives_id-less,development initiatives_Q30267957
locally available energy,id-less,subclass of,clean energy,Q1962383,1,locally available energy subclass of clean energy,locally available energy_id-less,clean energy_Q1962383
localizing,Q25303774,subclass of,reporting,Q11030,1,localizing subclass of reporting,localizing_Q25303774,reporting_Q11030
long -term,Q62063109,subclass of,debt,Q3196867,1,long -term subclass of debt,long -term_Q62063109,debt_Q3196867
long run,Q11230358,has part,advocacy work,id-less,1,long run has part advocacy work,long run_Q11230358,advocacy work_id-less
long run,Q11230358,has part,railway passes in the coming years,id-less,1,long run has part railway passes in the coming years,long run_Q11230358,railway passes in the coming years_id-less
long-term,Q247145,part of,investments,Q114500150,1,long-term part of investments,long-term_Q247145,investments_Q114500150
loophole,Q16082085,facet of,laws and regulations,Q106460986,1,loophole facet of laws and regulations,loophole_Q16082085,laws and regulations_Q106460986
longitudinal,Q66571840,subclass of,tracking,Q1756646,1,longitudinal subclass of tracking,longitudinal_Q66571840,tracking_Q1756646
longer -term recovery efforts,id-less,follows,medium,Q2249676,1,longer -term recovery efforts follows medium,longer -term recovery efforts_id-less,medium_Q2249676
long-term financing,Q36670480,subclass of,finance,Q43015,1,long-term financing subclass of finance,long-term financing_Q36670480,finance_Q43015
long-term,Q247145,subclass of,investments,Q114500150,1,long-term subclass of investments,long-term_Q247145,investments_Q114500150
long-term,Q247145,subclass of,investment,Q4290,1,long-term subclass of investment,long-term_Q247145,investment_Q4290
long-term,Q247145,subclass of,economic growth,Q189833,1,long-term subclass of economic growth,long-term_Q247145,economic growth_Q189833
long-term,Q247145,opposite of,short-term,Q57055076,1,long-term opposite of short-term,long-term_Q247145,short-term_Q57055076
long term,Q247145,has part,revenue base,Q7317994,1,long term has part revenue base,long term_Q247145,revenue base_Q7317994
long-term,Q247145,opposite of,short to long-term,Q46624370,1,long-term opposite of short to long-term,long-term_Q247145,short to long-term_Q46624370
long-term,Q247145,has part,short,Q24862,1,long-term has part short,long-term_Q247145,short_Q24862
long-term,Q247145,follows,medium term development initiatives,id-less,1,long-term follows medium term development initiatives,long-term_Q247145,medium term development initiatives_id-less
long-term,Q247145,follows,medium,Q2249676,1,long-term follows medium,long-term_Q247145,medium_Q2249676
long weekend,Q996599,opposite of,work week,Q19906285,1,long weekend opposite of work week,long weekend_Q996599,work week_Q19906285
long term strategy,Q41067325,opposite of,medium to long term strategy,id-less,1,long term strategy opposite of medium to long term strategy,long term strategy_Q41067325,medium to long term strategy_id-less
long term concessional loan,id-less,subclass of,servicing,Q7455859,1,long term concessional loan subclass of servicing,long term concessional loan_id-less,servicing_Q7455859
localization,Q130543,part of,SDG,Q7649586,1,localization part of SDG,localization_Q130543,SDG_Q7649586
localities,Q3257686,part of,government,Q7188,1,localities part of government,localities_Q3257686,government_Q7188
local,Q11851202,participant in,revolution,Q10931,1,local participant in revolution,local_Q11851202,revolution_Q10931
localities,Q3257686,has part,ectors,Q18419897,1,localities has part ectors,localities_Q3257686,ectors_Q18419897
local fees,id-less,subclass of,finance,Q43015,1,local fees subclass of finance,local fees_id-less,finance_Q43015
local development plans,id-less,part of,sectoral,Q110279343,1,local development plans part of sectoral,local development plans_id-less,sectoral_Q110279343
local development plan,id-less,subclass of,Development,Q1074523,1,local development plan subclass of Development,local development plan_id-less,Development_Q1074523
local development plan,id-less,has part,sectoral,Q110279343,1,local development plan has part sectoral,local development plan_id-less,sectoral_Q110279343
local development,Q5803798,subclass of,areas,Q4788688,1,local development subclass of areas,local development_Q5803798,areas_Q4788688
local development,Q5803798,facet of,local communities,Q17653836,1,local development facet of local communities,local development_Q5803798,local communities_Q17653836
local court,Q480477,subclass of,monitoring,Q2143522,1,local court subclass of monitoring,local court_Q480477,monitoring_Q2143522
local content,Q16733817,subclass of,labor-intensive,Q114541789,1,local content subclass of labor-intensive,local content_Q16733817,labor-intensive_Q114541789
local authorities,Q46022688,country,Lao,Q819,1,local authorities country Lao,local authorities_Q46022688,Lao_Q819
local areas,id-less,part of,AfT,Q68345931,1,local areas part of AfT,local areas_id-less,AfT_Q68345931
local administrator,id-less,subclass of,administrators,Q16532929,1,local administrator subclass of administrators,local administrator_id-less,administrators_Q16532929
local administrations,Q58292819,subclass of,administrations,Q358785,1,local administrations subclass of administrations,local administrations_Q58292819,administrations_Q358785
local administrations,Q58292819,part of,government agencies,Q327333,1,local administrations part of government agencies,local administrations_Q58292819,government agencies_Q327333
local administration,Q19799234,subclass of,administration,Q5283295,1,local administration subclass of administration,local administration_Q19799234,administration_Q5283295
local administration,Q19799234,applies to jurisdiction,local,Q11851202,1,local administration applies to jurisdiction local,local administration_Q19799234,local_Q11851202
local,Q11851202,subclass of,jobs,Q392825,1,local subclass of jobs,local_Q11851202,jobs_Q392825
local,Q11851202,subclass of,government organisation,Q2659904,1,local subclass of government organisation,local_Q11851202,government organisation_Q2659904
local goods,id-less,instance of,sector,Q3958441,1,local goods instance of sector,local goods_id-less,sector_Q3958441
local government,Q6501447,instance of,type,Q190087,1,local government instance of type,local government_Q6501447,type_Q190087
local government,Q6501447,part of,Decentralization,Q188961,1,local government part of Decentralization,local government_Q6501447,Decentralization_Q188961
local level,Q14942894,opposite of,central level,Q104501705,1,local level opposite of central level,local level_Q14942894,central level_Q104501705
localities,Q3257686,different from,sectors,Q2739810,1,localities different from sectors,localities_Q3257686,sectors_Q2739810
local production,Q36357094,facet of,communities,Q177634,1,local production facet of communities,local production_Q36357094,communities_Q177634
local people’s engagement,id-less,facet of,tourism,Q49389,1,local people’s engagement facet of tourism,local people’s engagement_id-less,tourism_Q49389
local levels,Q54637518,part of,strengthening,Q3716064,1,local levels part of strengthening,local levels_Q54637518,strengthening_Q3716064
local level agencies,id-less,has part,central,Q57525,1,local level agencies has part central,local level agencies_id-less,central_Q57525
local level,Q14942894,subclass of,groups,Q9281006,1,local level subclass of groups,local level_Q14942894,groups_Q9281006
local level,Q14942894,subclass of,development,Q1074523,1,local level subclass of development,local level_Q14942894,development_Q1074523
local level,Q14942894,has part,local,Q11851202,1,local level has part local,local level_Q14942894,local_Q11851202
local government,Q6501447,part of,central,Q57525,1,local government part of central,local government_Q6501447,central_Q57525
local level,Q14942894,has part,central,Q57525,1,local level has part central,local level_Q14942894,central_Q57525
local level,Q14942894,different from,national level,Q98676607,1,local level different from national level,local level_Q14942894,national level_Q98676607
local level,Q14942894,different from,central level,Q104501705,1,local level different from central level,local level_Q14942894,central level_Q104501705
local ities,id-less,part of,Sectors,Q2739810,1,local ities part of Sectors,local ities_id-less,Sectors_Q2739810
local ities,id-less,instance of,Sectors,Q2739810,1,local ities instance of Sectors,local ities_id-less,Sectors_Q2739810
local governments,Q110594149,part of,national parliaments,Q6979646,1,local governments part of national parliaments,local governments_Q110594149,national parliaments_Q6979646
local governments,Q110594149,part of,central,Q57525,1,local governments part of central,local governments_Q110594149,central_Q57525
line of credit,Q1787082,subclass of,loan,Q189539,1,line of credit subclass of loan,line of credit_Q1787082,loan_Q189539
line ministries,id-less,subclass of,Minister,Q83307,1,line ministries subclass of Minister,line ministries_id-less,Minister_Q83307
loss,Q1121708,part of,loss in,Q51383606,1,loss part of loss in,loss_Q1121708,loss in_Q51383606
leave no one behind,Q107435117,part of,2030 Agenda,Q22129254,1,leave no one behind part of 2030 Agenda,leave no one behind_Q107435117,2030 Agenda_Q22129254
legal capacity building,id-less,part of,Public administration,Q31728,1,legal capacity building part of Public administration,legal capacity building_id-less,Public administration_Q31728
legal aspects of the SGBV response,id-less,has part,SGBV response,id-less,1,legal aspects of the SGBV response has part SGBV response,legal aspects of the SGBV response_id-less,SGBV response_id-less
legal aid offices,id-less,field of work,legal services,Q1494322,1,legal aid offices field of work legal services,legal aid offices_id-less,legal services_Q1494322
legal aid,Q707748,subclass of,assistance,Q1643184,1,legal aid subclass of assistance,legal aid_Q707748,assistance_Q1643184
legal aid,Q707748,practiced by,prosecutors,Q1092499,1,legal aid practiced by prosecutors,legal aid_Q707748,prosecutors_Q1092499
legal aid,Q707748,practiced by,practitioners,Q106299437,1,legal aid practiced by practitioners,legal aid_Q707748,practitioners_Q106299437
legal aid,Q707748,practiced by,defenders,Q609250,1,legal aid practiced by defenders,legal aid_Q707748,defenders_Q609250
legal,Q2210557,subclass of,rights,Q780687,1,legal subclass of rights,legal_Q2210557,rights_Q780687
legal,Q2210557,practiced by,public defender,Q6528049,1,legal practiced by public defender,legal_Q2210557,public defender_Q6528049
legal,Q2210557,practiced by,practitioners,Q106299437,1,legal practiced by practitioners,legal_Q2210557,practitioners_Q106299437
legal,Q2210557,part of,policy,Q1156854,1,legal part of policy,legal_Q2210557,policy_Q1156854
legal,Q2210557,part of,institutional framework,Q16866121,1,legal part of institutional framework,legal_Q2210557,institutional framework_Q16866121
legal,Q2210557,part of,administrative,Q56061,1,legal part of administrative,legal_Q2210557,administrative_Q56061
left unresolved,Q80822046,subclass of,unresolved,Q104603903,1,left unresolved subclass of unresolved,left unresolved_Q80822046,unresolved_Q104603903
left,Q164597,subclass of,business,Q4830453,1,left subclass of business,left_Q164597,business_Q4830453
leaving no one behind,Q30062065,said to be the same as,first,Q28084844,1,leaving no one behind said to be the same as first,leaving no one behind_Q30062065,first_Q28084844
leaving no one behind,Q30062065,part of,SDGs,Q7649586,1,leaving no one behind part of SDGs,leaving no one behind_Q30062065,SDGs_Q7649586
legal framework,Q107437587,facet of,SDGs,Q7649586,1,legal framework facet of SDGs,legal framework_Q107437587,SDGs_Q7649586
legal framework,Q107437587,facet of,Service Agency,Q56343838,1,legal framework facet of Service Agency,legal framework_Q107437587,Service Agency_Q56343838
legal framework,Q107437587,part of,regulatory,Q428148,1,legal framework part of regulatory,legal framework_Q107437587,regulatory_Q428148
legislation,Q820655,has part,agencies,Q392918,1,legislation has part agencies,legislation_Q820655,agencies_Q392918
legislation,Q820655,part of,international,Q1072012,1,legislation part of international,legislation_Q820655,international_Q1072012
legislation,Q820655,part of,implementation,Q245962,1,legislation part of implementation,legislation_Q820655,implementation_Q245962
legislation,Q820655,part of,fiscal policy,Q187021,1,legislation part of fiscal policy,legislation_Q820655,fiscal policy_Q187021
legislation,Q820655,part of,area of legislation,id-less,1,legislation part of area of legislation,legislation_Q820655,area of legislation_id-less
legislation,Q820655,has part,mechanisms,Q113462908,1,legislation has part mechanisms,legislation_Q820655,mechanisms_Q113462908
legislation,Q820655,has part,laws,Q22096098,1,legislation has part laws,legislation_Q820655,laws_Q22096098
legislation,Q820655,has part,institutional mechanism,Q114004025,1,legislation has part institutional mechanism,legislation_Q820655,institutional mechanism_Q114004025
legislation,Q820655,has effect,promotion,Q39809,1,legislation has effect promotion,legislation_Q820655,promotion_Q39809
legal identity,Q98843581,subclass of,identity,Q844569,1,legal identity subclass of identity,legal identity_Q98843581,identity_Q844569
legislation,Q820655,facet of,socio-economic,Q1643441,1,legislation facet of socio-economic,legislation_Q820655,socio-economic_Q1643441
legislation,Q820655,facet of,fi elds,id-less,1,legislation facet of fi elds,legislation_Q820655,fi elds_id-less
legislation,Q820655,facet of,SOEs,Q10041,1,legislation facet of SOEs,legislation_Q820655,SOEs_Q10041
legal services,Q1494322,has part,enforcement of court,Q100397176,1,legal services has part enforcement of court,legal services_Q1494322,enforcement of court_Q100397176
legal rights,Q2386606,part of,traditional practices,Q39269919,1,legal rights part of traditional practices,legal rights_Q2386606,traditional practices_Q39269919
legal reform,Q264236,part of,policy,Q1156854,1,legal reform part of policy,legal reform_Q264236,policy_Q1156854
legal reform,Q264236,country,country,Q6256,1,legal reform country country,legal reform_Q264236,country_Q6256
leaving no one behind,Q30062065,instance of,slogan,Q42470,1,leaving no one behind instance of slogan,leaving no one behind_Q30062065,slogan_Q42470
leave no one behind,Q107435117,instance of,structure,Q811979,1,leave no one behind instance of structure,leave no one behind_Q107435117,structure_Q811979
legislation,Q820655,part of,policies,Q47011897,1,legislation part of policies,legislation_Q820655,policies_Q47011897
least-cost projects,id-less,part of,Master Plan,Q110251991,1,least-cost projects part of Master Plan,least-cost projects_id-less,Master Plan_Q110251991
leadership positions,Q74174887,different from,roles,Q30015853,1,leadership positions different from roles,leadership positions_Q74174887,roles_Q30015853
leadership,Q484275,part of,society,Q8425,1,leadership part of society,leadership_Q484275,society_Q8425
leadership,Q484275,part of,policy space,Q70276230,1,leadership part of policy space,leadership_Q484275,policy space_Q70276230
leadership,Q484275,part of,administration,Q5283295,1,leadership part of administration,leadership_Q484275,administration_Q5283295
leadership,Q484275,instance of,developed,Q132453,1,leadership instance of developed,leadership_Q484275,developed_Q132453
leadership,Q484275,facet of,women’s,Q948442,1,leadership facet of women’s,leadership_Q484275,women’s_Q948442
leaders,Q55361732,subclass of,responsible,Q3933467,1,leaders subclass of responsible,leaders_Q55361732,responsible_Q3933467
le vels,id-less,part of,T VET,id-less,1,le vels part of T VET,le vels_id-less,T VET_id-less
le vel,Q3564133,facet of,Lao language,Q9211,1,le vel facet of Lao language,le vel_Q3564133,Lao language_Q9211
lawyers,Q40348,different from,doctors,Q23661269,1,lawyers different from doctors,lawyers_Q40348,doctors_Q23661269
laws promulgated in a few years,id-less,follows,Constitut ion,id-less,1,laws promulgated in a few years follows Constitut ion,laws promulgated in a few years_id-less,Constitut ion_id-less
laws and regulations,Q106460986,has part,regulations,Q106947327,1,laws and regulations has part regulations,laws and regulations_Q106460986,regulations_Q106947327
