head_text,head_wiki_id,relation,tail_text,tail_wiki_id,count,ent_rel_pair,head_name,tail_name
managerial,Q2990807,part of,organisational,Q730573,1,managerial part of organisational,managerial_Q2990807,organisational_Q730573
management,Q2920921,studies,environment,Q2249676,1,management studies environment,management_Q2920921,environment_Q2249676
management,Q2920921,part of,water policy,Q15761055,1,management part of water policy,management_Q2920921,water policy_Q15761055
management,Q2920921,part of,economic empowerment,Q63829080,1,management part of economic empowerment,management_Q2920921,economic empowerment_Q63829080
management,Q2920921,facet of,contracts,Q37427685,1,management facet of contracts,management_Q2920921,contracts_Q37427685
managem ent,id-less,subclass of,conflict prevention,Q113472590,1,managem ent subclass of conflict prevention,managem ent_id-less,conflict prevention_Q113472590
manag ement,id-less,field of work,environmental,Q10485087,1,manag ement field of work environmental,manag ement_id-less,environmental_Q10485087
males,Q6743117,opposite of,females,Q111905566,1,males opposite of females,males_Q6743117,females_Q111905566
macroeconomic management,Q63768837,subclass of,pr udent,id-less,1,macroeconomic management subclass of pr udent,macroeconomic management_Q63768837,pr udent_id-less
male partners,Q38685748,part of,family planning programmes,Q69700075,1,male partners part of family planning programmes,male partners_Q38685748,family planning programmes_Q69700075
malaria,Q12156,has effect,tuberculosis,Q12204,1,malaria has effect tuberculosis,malaria_Q12156,tuberculosis_Q12204
makes good economic sense,id-less,said to be the same as,economic sense,id-less,1,makes good economic sense said to be the same as economic sense,makes good economic sense_id-less,economic sense_id-less
majorloopholes,id-less,facet of,national economic policy,id-less,1,majorloopholes facet of national economic policy,majorloopholes_id-less,national economic policy_id-less
maintenan ce,id-less,facet of,ecological balance,Q2246744,1,maintenan ce facet of ecological balance,maintenan ce_id-less,ecological balance_Q2246744
mainstreaming,Q2251268,facet of,gender issues,Q15753025,1,mainstreaming facet of gender issues,mainstreaming_Q2251268,gender issues_Q15753025
mainstreaming,Q2251268,facet of,gender,Q48277,1,mainstreaming facet of gender,mainstreaming_Q2251268,gender_Q48277
macroeconomic stability,Q58357542,facet of,macroeconomic,Q39680,1,macroeconomic stability facet of macroeconomic,macroeconomic stability_Q58357542,macroeconomic_Q39680
local,Q11851202,instance of,government,Q7188,1,local instance of government,local_Q11851202,government_Q7188
loca lly,id-less,part of,cultural activities,Q1341006,1,loca lly part of cultural activities,loca lly_id-less,cultural activities_Q1341006
irrigation,Q11453,use,farmers,Q131512,1,irrigation use farmers,irrigation_Q11453,farmers_Q131512
loca l authorities,id-less,part of,central government,Q2767140,1,loca l authorities part of central government,loca l authorities_id-less,central government_Q2767140
land,Q11081619,subclass of,trust,Q659974,1,land subclass of trust,land_Q11081619,trust_Q659974
land,Q11081619,said to be the same as,tenure system,id-less,1,land said to be the same as tenure system,land_Q11081619,tenure system_id-less
labour-intensive,Q108288221,opposite of,capital-intensive,Q5035704,1,labour-intensive opposite of capital-intensive,labour-intensive_Q108288221,capital-intensive_Q5035704
labour laws,Q78830905,subclass of,reform,Q900406,1,labour laws subclass of reform,labour laws_Q78830905,reform_Q900406
labour laws,Q78830905,has part,pa rtners,id-less,1,labour laws has part pa rtners,labour laws_Q78830905,pa rtners_id-less
labour laws,Q78830905,has part,conditions of employment,Q25204034,1,labour laws has part conditions of employment,labour laws_Q78830905,conditions of employment_Q25204034
labour,Q9630,part of,business,Q4830453,1,labour part of business,labour_Q9630,business_Q4830453
la nd resources,id-less,has part,water,Q283,1,la nd resources has part water,la nd resources_id-less,water_Q283
l abour,id-less,instance of,international,Q1072012,1,l abour instance of international,l abour_id-less,international_Q1072012
knowledge,Q9081,said to be the same as,important,Q1139892,1,knowledge said to be the same as important,knowledge_Q9081,important_Q1139892
key macro strategies,id-less,facet of,macro,Q629579,1,key macro strategies facet of macro,key macro strategies_id-less,macro_Q629579
justice,Q16533,country,country,Q6256,1,justice country country,justice_Q16533,country_Q6256
judiciary system,Q105985,country,country,Q6256,1,judiciary system country country,judiciary system_Q105985,country_Q6256
joint venture,Q489209,subclass of,economies,Q50807212,1,joint venture subclass of economies,joint venture_Q489209,economies_Q50807212
ivestock,id-less,instance of,land use,Q1165944,1,ivestock instance of land use,ivestock_id-less,land use_Q1165944
itself,Q254474,subsidiary,Central Bank,Q66344,1,itself subsidiary Central Bank,itself_Q254474,Central Bank_Q66344
irrigation system,Q6129871,use,ma nagement,id-less,1,irrigation system use ma nagement,irrigation system_Q6129871,ma nagement_id-less
irrigation infrastructure,id-less,use,irrigated crops,id-less,1,irrigation infrastructure use irrigated crops,irrigation infrastructure_id-less,irrigated crops_id-less
irrigation,Q11453,use,livestock,Q4767951,1,irrigation use livestock,irrigation_Q11453,livestock_Q4767951
land,Q11081619,use,uses,Q18356647,1,land use uses,land_Q11081619,uses_Q18356647
land transac tion,id-less,different from,transac tion,id-less,1,land transac tion different from transac tion,land transac tion_id-less,transac tion_id-less
land with arable potential,id-less,instance of,land use,Q1165944,1,land with arable potential instance of land use,land with arable potential_id-less,land use_Q1165944
"legislation's re levance to, and conformity with the various",id-less,part of,legislation,Q820655,1,"legislation's re levance to, and conformity with the various part of legislation","legislation's re levance to, and conformity with the various_id-less",legislation_Q820655
livestock management,Q56062772,product or material produced,livestock,Q4767951,1,livestock management product or material produced livestock,livestock management_Q56062772,livestock_Q4767951
livestock,Q4767951,used by,producers,Q315732,1,livestock used by producers,livestock_Q4767951,producers_Q315732
livestock,Q4767951,use,agriculture,Q11451,1,livestock use agriculture,livestock_Q4767951,agriculture_Q11451
livestock,Q4767951,subclass of,crops,Q235352,1,livestock subclass of crops,livestock_Q4767951,crops_Q235352
linguistic mosaic,id-less,country,Cameroon,Q1009,1,linguistic mosaic country Cameroon,linguistic mosaic_id-less,Cameroon_Q1009
libelous reporting,id-less,subclass of,legislation,Q820655,1,libelous reporting subclass of legislation,libelous reporting_id-less,legislation_Q820655
li ne,Q18851156,part of,telecommunications network,Q1068715,1,li ne part of telecommunications network,li ne_Q18851156,telecommunications network_Q1068715
levels of skills,id-less,subclass of,levels,Q2315784,1,levels of skills subclass of levels,levels of skills_id-less,levels_Q2315784
legislation,Q820655,part of,environmental policy,Q919526,1,legislation part of environmental policy,legislation_Q820655,environmental policy_Q919526
land-use rights,Q96207321,subclass of,law,Q7748,1,land-use rights subclass of law,land-use rights_Q96207321,law_Q7748
legislation,Q820655,main subject,professi onal conduct,id-less,1,legislation main subject professi onal conduct,legislation_Q820655,professi onal conduct_id-less
legislation,Q820655,main subject,fi nancial institution,id-less,1,legislation main subject fi nancial institution,legislation_Q820655,fi nancial institution_id-less
legislation,Q820655,has part,"legislation's re levance to, and conformity with the various",id-less,1,"legislation has part legislation's re levance to, and conformity with the various",legislation_Q820655,"legislation's re levance to, and conformity with the various_id-less"
legal services,Q1494322,part of,police force,Q35535,1,legal services part of police force,legal services_Q1494322,police force_Q35535
leadershi p,id-less,part of,organisational,Q730573,1,leadershi p part of organisational,leadershi p_id-less,organisational_Q730573
law reform,Q264236,subclass of,reform,Q900406,1,law reform subclass of reform,law reform_Q264236,reform_Q900406
law enforcement agencies,Q732717,instance of,standards,Q591990,1,law enforcement agencies instance of standards,law enforcement agencies_Q732717,standards_Q591990
law,Q7748,applies to jurisdiction,Swazi,Q34014,1,law applies to jurisdiction Swazi,law_Q7748,Swazi_Q34014
primary sector economy,id-less,opposite of,secondary sector,Q55639,1,primary sector economy opposite of secondary sector,primary sector economy_id-less,secondary sector_Q55639
public,Q294440,has part,secto rs,id-less,1,public has part secto rs,public_Q294440,secto rs_id-less
private sector,Q591763,part of,education system,Q446760,1,private sector part of education system,private sector_Q591763,education system_Q446760
support fund,id-less,part of,road transport,Q516739,1,support fund part of road transport,support fund_id-less,road transport_Q516739
sustainable use,Q64816625,uses,resources,Q1554231,1,sustainable use uses resources,sustainable use_Q64816625,resources_Q1554231
sustainable us e,id-less,subclass of,land,Q11081619,1,sustainable us e subclass of land,sustainable us e_id-less,land_Q11081619
sustainable population policy,id-less,subclass of,policy,Q1156854,1,sustainable population policy subclass of policy,sustainable population policy_id-less,policy_Q1156854
sustainable high levels,id-less,subclass of,pr omoting,id-less,1,sustainable high levels subclass of pr omoting,sustainable high levels_id-less,pr omoting_id-less
sustainable development,Q131201,subclass of,programme,Q170584,1,sustainable development subclass of programme,sustainable development_Q131201,programme_Q170584
sustainable budget,id-less,subclass of,budget,Q41263,1,sustainable budget subclass of budget,sustainable budget_id-less,budget_Q41263
sustainable,Q66095801,subclass of,economic,Q8134,1,sustainable subclass of economic,sustainable_Q66095801,economic_Q8134
sustainable,Q66095801,subclass of,budget,Q41263,1,sustainable subclass of budget,sustainable_Q66095801,budget_Q41263
supply,Q166656,opposite of,demand,Q1665268,1,supply opposite of demand,supply_Q166656,demand_Q1665268
syste m,id-less,subclass of,management information,Q104154387,1,syste m subclass of management information,syste m_id-less,management information_Q104154387
supervisory,Q759969,part of,government,Q7188,1,supervisory part of government,supervisory_Q759969,government_Q7188
sup ply,id-less,subclass of,short sup ply,id-less,1,sup ply subclass of short sup ply,sup ply_id-less,short sup ply_id-less
subsistence,Q109703686,subclass of,upliftmen t,id-less,1,subsistence subclass of upliftmen t,subsistence_Q109703686,upliftmen t_id-less
subsidised,Q107037041,subclass of,cost structure,Q42676243,1,subsidised subclass of cost structure,subsidised_Q107037041,cost structure_Q42676243
studies,Q9347372,subclass of,research,Q42240,1,studies subclass of research,studies_Q9347372,research_Q42240
structures,Q811979,has part,information,Q11028,1,structures has part information,structures_Q811979,information_Q11028
street kids,Q501846,instance of,policy,Q1156854,1,street kids instance of policy,street kids_Q501846,policy_Q1156854
street children,Q501846,subclass of,homeless,Q29325697,1,street children subclass of homeless,street children_Q501846,homeless_Q29325697
syst em,id-less,part of,health infrastructure,Q38449241,1,syst em part of health infrastructure,syst em_id-less,health infrastructure_Q38449241
systems,Q50808462,has part,mechanisms,Q113462908,1,systems has part mechanisms,systems_Q50808462,mechanisms_Q113462908
stre et children,id-less,subclass of,crime,Q83267,1,stre et children subclass of crime,stre et children_id-less,crime_Q83267
telecommunications,Q25245117,instance of,industr y,id-less,1,telecommunications instance of industr y,telecommunications_Q25245117,industr y_id-less
tertiary institutions,Q17056163,subclass of,Enrolment,Q102252225,1,tertiary institutions subclass of Enrolment,tertiary institutions_Q17056163,Enrolment_Q102252225
tertiary institu tions,id-less,subclass of,educational budget,id-less,1,tertiary institu tions subclass of educational budget,tertiary institu tions_id-less,educational budget_id-less
terms and conditions of ser vice,id-less,facet of,professionalise its terms and conditions of ser vice,id-less,1,terms and conditions of ser vice facet of professionalise its terms and conditions of ser vice,terms and conditions of ser vice_id-less,professionalise its terms and conditions of ser vice_id-less
terminally ill,Q1364787,subclass of,health care,Q31207,1,terminally ill subclass of health care,terminally ill_Q1364787,health care_Q31207
tenure system,id-less,said to be the same as,land,Q11081619,1,tenure system said to be the same as land,tenure system_id-less,land_Q11081619
tenets,Q5575554,part of,constitution,Q7755,1,tenets part of constitution,tenets_Q5575554,constitution_Q7755
ten years ago,Q77476739,followed by,economic revival process launched ten years ago,id-less,1,ten years ago followed by economic revival process launched ten years ago,ten years ago_Q77476739,economic revival process launched ten years ago_id-less
telecommunications network,Q1068715,has part,li ne,Q18851156,1,telecommunications network has part li ne,telecommunications network_Q1068715,li ne_Q18851156
technology transfer,Q1061910,has part,adapting,Q84520440,1,technology transfer has part adapting,technology transfer_Q1061910,adapting_Q84520440
tanding,Q14750473,subclass of,energy systems,Q96325681,1,tanding subclass of energy systems,tanding_Q14750473,energy systems_Q96325681
technology development,Q105688765,subclass of,development,Q1074523,1,technology development subclass of development,technology development_Q105688765,development_Q1074523
technology,Q11016,subclass of,science,Q336,1,technology subclass of science,technology_Q11016,science_Q336
technology,Q11016,part of,science,Q336,1,technology part of science,technology_Q11016,science_Q336
technical,Q569612,has part,socio-economic data,Q53496168,1,technical has part socio-economic data,technical_Q569612,socio-economic data_Q53496168
technical,Q569612,has part,financial partners,id-less,1,technical has part financial partners,technical_Q569612,financial partners_id-less
tech nologies,id-less,part of,production,Q739302,1,tech nologies part of production,tech nologies_id-less,production_Q739302
tech nical,id-less,subclass of,administrative management,Q27709748,1,tech nical subclass of administrative management,tech nical_id-less,administrative management_Q27709748
tax policy,Q3445707,subclass of,policy,Q1156854,1,tax policy subclass of policy,tax policy_Q3445707,policy_Q1156854
stre et.,id-less,part of,education programs,Q66664338,1,stre et. part of education programs,stre et._id-less,education programs_Q66664338
strategies to improve placement,id-less,facet of,placement,Q1484784,1,strategies to improve placement facet of placement,strategies to improve placement_id-less,placement_Q1484784
tertiary training institutions,id-less,different from,business,Q4830453,1,tertiary training institutions different from business,tertiary training institutions_id-less,business_Q4830453
social justice,Q264892,subclass of,political,Q82955,1,social justice subclass of political,social justice_Q264892,political_Q82955
socio-economic understanding,id-less,part of,histor ical,id-less,1,socio-economic understanding part of histor ical,socio-economic understanding_id-less,histor ical_id-less
socio-economic development,Q113463655,subclass of,strategies,Q185451,1,socio-economic development subclass of strategies,socio-economic development_Q113463655,strategies_Q185451
socio-economic data,Q53496168,part of,technical,Q569612,1,socio-economic data part of technical,socio-economic data_Q53496168,technical_Q569612
socio-economic,Q1643441,subclass of,information,Q11028,1,socio-economic subclass of information,socio-economic_Q1643441,information_Q11028
socio-ec onomic,id-less,has part,cultural norms,Q50872855,1,socio-ec onomic has part cultural norms,socio-ec onomic_id-less,cultural norms_Q50872855
socio-demographic,Q852017,facet of,third challenge,Q66329105,1,socio-demographic facet of third challenge,socio-demographic_Q852017,third challenge_Q66329105
socialisation,Q185467,has effect,behaviour,Q9332,1,socialisation has effect behaviour,socialisation_Q185467,behaviour_Q9332
social welfare,Q12002092,subclass of,dissemination,Q105460363,1,social welfare subclass of dissemination,social welfare_Q12002092,dissemination_Q105460363
social justice,Q264892,has part,economic growth,Q189833,1,social justice has part economic growth,social justice_Q264892,economic growth_Q189833
specialization,Q4671303,subclass of,exper tise,id-less,1,specialization subclass of exper tise,specialization_Q4671303,exper tise_id-less
social development,Q15765794,part of,economy,Q159810,1,social development part of economy,social development_Q15765794,economy_Q159810
social construction,Q63770825,has part,gender rol es,id-less,1,social construction has part gender rol es,social construction_Q63770825,gender rol es_id-less
social considerations 6,id-less,part of,Economic and social considerations 6,id-less,1,social considerations 6 part of Economic and social considerations 6,social considerations 6_id-less,Economic and social considerations 6_id-less
social concerns,Q112846036,subclass of,concerns,Q14212253,1,social concerns subclass of concerns,social concerns_Q112846036,concerns_Q14212253
social,Q345367,part of,economic development,Q4530482,1,social part of economic development,social_Q345367,economic development_Q4530482
social,Q345367,has part,physical,Q413,1,social has part physical,social_Q345367,physical_Q413
social,Q345367,country,Swaziland,Q1050,1,social country Swaziland,social_Q345367,Swaziland_Q1050
smallholder cane growers,id-less,product or material produced,cane,Q1347864,1,smallholder cane growers product or material produced cane,smallholder cane growers_id-less,cane_Q1347864
sound economic management,id-less,facet of,macroeconomic,Q39680,1,sound economic management facet of macroeconomic,sound economic management_id-less,macroeconomic_Q39680
sportin g,id-less,subclass of,recreational,Q11410,1,sportin g subclass of recreational,sportin g_id-less,recreational_Q11410
strategies,Q185451,part of,policies,Q47011897,1,strategies part of policies,strategies_Q185451,policies_Q47011897
storage facilities,Q55315265,subclass of,fuel resources,id-less,1,storage facilities subclass of fuel resources,storage facilities_Q55315265,fuel resources_id-less
strategies,Q185451,facet of,civil aviation,Q1571929,1,strategies facet of civil aviation,strategies_Q185451,civil aviation_Q1571929
strategic objectives,Q38123605,facet of,problems,Q130740,1,strategic objectives facet of problems,strategic objectives_Q38123605,problems_Q130740
strategic objectives,Q38123605,facet of,energy sector,Q1304795,1,strategic objectives facet of energy sector,strategic objectives_Q38123605,energy sector_Q1304795
strategic guidelines,Q58505029,part of,planning,Q309100,1,strategic guidelines part of planning,strategic guidelines_Q58505029,planning_Q309100
strategic areas,id-less,part of,macro,Q629579,1,strategic areas part of macro,strategic areas_id-less,macro_Q629579
strategi es,id-less,part of,policies,Q47011897,1,strategi es part of policies,strategi es_id-less,policies_Q47011897
strat egy,id-less,part of,sectoral,Q110279343,1,strat egy part of sectoral,strat egy_id-less,sectoral_Q110279343
str ategies,id-less,part of,sector,Q3958441,1,str ategies part of sector,str ategies_id-less,sector_Q3958441
storage,Q66221,subclass of,food,Q2095,1,storage subclass of food,storage_Q66221,food_Q2095
st,Q43115,part of,macro,Q629579,1,st part of macro,st_Q43115,macro_Q629579
stock,Q2350543,part of,crops,Q235352,1,stock part of crops,stock_Q2350543,crops_Q235352
state-owned,Q270791,subclass of,media house,Q1331793,1,state-owned subclass of media house,state-owned_Q270791,media house_Q1331793
start up,Q129238,subclass of,small business,Q1109680,1,start up subclass of small business,start up_Q129238,small business_Q1109680
standards,Q591990,used by,quality control,Q827792,1,standards used by quality control,standards_Q591990,quality control_Q827792
stand ards,id-less,part of,codes of conduct,Q64876691,1,stand ards part of codes of conduct,stand ards_id-less,codes of conduct_Q64876691
stagnating,Q81572537,subclass of,economic growth,Q189833,1,stagnating subclass of economic growth,stagnating_Q81572537,economic growth_Q189833
sta tus,id-less,part of,adolescents,Q360484,1,sta tus part of adolescents,sta tus_id-less,adolescents_Q360484
st rategic areas,id-less,part of,macro,Q629579,1,st rategic areas part of macro,st rategic areas_id-less,macro_Q629579
tertiary sector,Q55638,follows,secondary sector,Q55639,1,tertiary sector follows secondary sector,tertiary sector_Q55638,secondary sector_Q55639
the past twenty years,Q71144358,is a list of,annals of the national economy,id-less,1,the past twenty years is a list of annals of the national economy,the past twenty years_Q71144358,annals of the national economy_id-less
private sectors,id-less,opposite of,public,Q294440,1,private sectors opposite of public,private sectors_id-less,public_Q294440
vocational,Q322563,opposite of,orie ntation,id-less,1,vocational opposite of orie ntation,vocational_Q322563,orie ntation_id-less
water,Q283,subclass of,social services,Q11588306,1,water subclass of social services,water_Q283,social services_Q11588306
water,Q283,part of,la nd resources,id-less,1,water part of la nd resources,water_Q283,la nd resources_id-less
water,Q283,facet of,sanitation,Q949149,1,water facet of sanitation,water_Q283,sanitation_Q949149
waste disposal,Q180388,has part,discharg es,id-less,1,waste disposal has part discharg es,waste disposal_Q180388,discharg es_id-less
wage rates,Q107019982,facet of,wage,Q6821213,1,wage rates facet of wage,wage rates_Q107019982,wage_Q6821213
wage differentials,Q52086634,facet of,soc ial,id-less,1,wage differentials facet of soc ial,wage differentials_Q52086634,soc ial_id-less
vulnerable groups,Q3376054,subclass of,groups,Q9281006,1,vulnerable groups subclass of groups,vulnerable groups_Q3376054,groups_Q9281006
vocational,Q322563,subclass of,pre-schools,id-less,1,vocational subclass of pre-schools,vocational_Q322563,pre-schools_id-less
vital statistics,Q1131372,subclass of,information,Q11028,1,vital statistics subclass of information,vital statistics_Q1131372,information_Q11028
water harvesting,Q45943414,uses,water,Q283,1,water harvesting uses water,water harvesting_Q45943414,water_Q283
visual impairment,Q737460,has effect,acce ss,id-less,1,visual impairment has effect acce ss,visual impairment_Q737460,acce ss_id-less
vision,Q162668,has part,re gular,id-less,1,vision has part re gular,vision_Q162668,re gular_id-less
vision,Q162668,facet of,strategic thinking,Q7621861,1,vision facet of strategic thinking,vision_Q162668,strategic thinking_Q7621861
vi sion,id-less,country,nation's,Q6456916,1,vi sion country nation's,vi sion_id-less,nation's_Q6456916
very des titute,id-less,subclass of,social security payments,id-less,1,very des titute subclass of social security payments,very des titute_id-less,social security payments_id-less
vehicles,Q7918612,use,road transportation,Q45121324,1,vehicles use road transportation,vehicles_Q7918612,road transportation_Q45121324
utilization,Q69406938,part of,resource management,Q14431238,1,utilization part of resource management,utilization_Q69406938,resource management_Q14431238
utilities,Q1951366,subclass of,enterprises,Q5380419,1,utilities subclass of enterprises,utilities_Q1951366,enterprises_Q5380419
water chemistry,Q912065,studies,pollution levels,Q86708995,1,water chemistry studies pollution levels,water chemistry_Q912065,pollution levels_Q86708995
water policy,Q15761055,has part,co nservation,id-less,1,water policy has part co nservation,water policy_Q15761055,co nservation_id-less
use,Q1724915,has part,l,Q11582,1,use has part l,use_Q1724915,l_Q11582
wedlock,Q8445,different from,born out of wedlock,Q73490071,1,wedlock different from born out of wedlock,wedlock_Q8445,born out of wedlock_Q73490071
youth service NGOs,id-less,field of work,youth,Q190007,1,youth service NGOs field of work youth,youth service NGOs_id-less,youth_Q190007
youth fr iendly,id-less,subclass of,counselling,Q4390239,1,youth fr iendly subclass of counselling,youth fr iendly_id-less,counselling_Q4390239
youth,Q190007,field of this occupation,progr ammes,id-less,1,youth field of this occupation progr ammes,youth_Q190007,progr ammes_id-less
women,Q467,subclass of,physically,Q28732711,1,women subclass of physically,women_Q467,physically_Q28732711
women,Q467,subclass of,marg,Q96006906,1,women subclass of marg,women_Q467,marg_Q96006906
women,Q467,subclass of,business,Q4830453,1,women subclass of business,women_Q467,business_Q4830453
well-being,Q7981051,facet of,Swazis,Q98026686,1,well-being facet of Swazis,well-being_Q7981051,Swazis_Q98026686
welfare,Q12002092,subclass of,development,Q1074523,1,welfare subclass of development,welfare_Q12002092,development_Q1074523
watershed,Q166620,has part,dam,Q12323,1,watershed has part dam,watershed_Q166620,dam_Q12323
water policy,Q15761055,has part,management,Q2920921,1,water policy has part management,water policy_Q15761055,management_Q2920921
water treaties,id-less,subclass of,protocols,Q21161338,1,water treaties subclass of protocols,water treaties_id-less,protocols_Q21161338
water supply systems,Q36889052,subclass of,systems,Q50808462,1,water supply systems subclass of systems,water supply systems_Q36889052,systems_Q50808462
water supply,Q1061108,facet of,sanitation,Q949149,1,water supply facet of sanitation,water supply_Q1061108,sanitation_Q949149
water sector,Q96733217,has part,Water,Q283,1,water sector has part Water,water sector_Q96733217,Water_Q283
water resources development,Q7973355,subclass of,development,Q1074523,1,water resources development subclass of development,water resources development_Q7973355,development_Q1074523
water resources,Q1049799,part of,manage,Q667987,1,water resources part of manage,water resources_Q1049799,manage_Q667987
water resources,Q1049799,facet of,water,Q283,1,water resources facet of water,water resources_Q1049799,water_Q283
water policy,Q15761055,has part,pricing,Q2516951,1,water policy has part pricing,water policy_Q15761055,pricing_Q2516951
uses,Q18356647,uses,land,Q11081619,1,uses uses land,uses_Q18356647,land_Q11081619
urban sector,Q3477348,opposite of,rural,Q7380465,1,urban sector opposite of rural,urban sector_Q3477348,rural_Q7380465
thesociological,id-less,studies,behaviours,Q106314935,1,thesociological studies behaviours,thesociological_id-less,behaviours_Q106314935
tourism,Q49389,instance of,industry,Q8148,1,tourism instance of industry,tourism_Q49389,industry_Q8148
training,Q216033,part of,formal,Q2144456,1,training part of formal,training_Q216033,formal_Q2144456
trainin g,id-less,has effect,productive,Q1433881,1,trainin g has effect productive,trainin g_id-less,productive_Q1433881
trainin,Q216033,item operated,equipment,Q10273457,1,trainin item operated equipment,trainin_Q216033,equipment_Q10273457
trade policy,Q572564,facet of,foreign trade,Q178803,1,trade policy facet of foreign trade,trade policy_Q572564,foreign trade_Q178803
trade,Q601401,part of,global economy,Q473750,1,trade part of global economy,trade_Q601401,global economy_Q473750
trade,Q601401,part of,economy,Q159810,1,trade part of economy,trade_Q601401,economy_Q159810
town,Q3957,different from,city,Q515,1,town different from city,town_Q3957,city_Q515
tourism,Q49389,subclass of,developin g,id-less,1,tourism subclass of developin g,tourism_Q49389,developin g_id-less
tourism,Q49389,has part,rur al sector,id-less,1,tourism has part rur al sector,tourism_Q49389,rur al sector_id-less
training,Q216033,subclass of,development,Q1074523,1,training subclass of development,training_Q216033,development_Q1074523
touris m,id-less,use,recreation,Q184872,1,touris m use recreation,touris m_id-less,recreation_Q184872
touri,Q49389,instance of,sm.,Q458004,1,touri instance of sm.,touri_Q49389,sm._Q458004
tolerance,Q183225,facet of,religious,Q2566598,1,tolerance facet of religious,tolerance_Q183225,religious_Q2566598
tobacco,Q181095,has effect,alcohol abuse,Q7331102,1,tobacco has effect alcohol abuse,tobacco_Q181095,alcohol abuse_Q7331102
tinkhundla,Q2280192,subclass of,authorities,Q36524,1,tinkhundla subclass of authorities,tinkhundla_Q2280192,authorities_Q36524
time,Q43297,subclass of,resources,Q1554231,1,time subclass of resources,time_Q43297,resources_Q1554231
three-year rolling,id-less,follows,five-year national development plan,id-less,1,three-year rolling follows five-year national development plan,three-year rolling_id-less,five-year national development plan_id-less
"threats, risks and obstacles",id-less,facet of,"Threats, risks and obstacles",id-less,1,"threats, risks and obstacles facet of Threats, risks and obstacles","threats, risks and obstacles_id-less","Threats, risks and obstacles_id-less"
training,Q216033,part of,si ngle plan,id-less,1,training part of si ngle plan,training_Q216033,si ngle plan_id-less
training,Q216033,subclass of,human resource,Q2625010,1,training subclass of human resource,training_Q216033,human resource_Q2625010
urban la nd use,id-less,opposite of,rural,Q7380465,1,urban la nd use opposite of rural,urban la nd use_id-less,rural_Q7380465
urban,Q159313,opposite of,rural,Q7380465,1,urban opposite of rural,urban_Q159313,rural_Q7380465
urban housing,Q75219540,subclass of,affordable,Q1414593,1,urban housing subclass of affordable,urban housing_Q75219540,affordable_Q1414593
urban bias,Q7900100,opposite of,rural areas,Q175185,1,urban bias opposite of rural areas,urban bias_Q7900100,rural areas_Q175185
urban areas,Q58259934,part of,rural,Q7380465,1,urban areas part of rural,urban areas_Q58259934,rural_Q7380465
urban areas,Q58259934,part of,peri-urban,Q7380602,1,urban areas part of peri-urban,urban areas_Q58259934,peri-urban_Q7380602
urban areas,Q58259934,country,Cameroon,Q1009,1,urban areas country Cameroon,urban areas_Q58259934,Cameroon_Q1009
urban area,Q702492,has part,inf ra-structure,id-less,1,urban area has part inf ra-structure,urban area_Q702492,inf ra-structure_id-less
urban area,Q702492,has part,human settlements,Q486972,1,urban area has part human settlements,urban area_Q702492,human settlements_Q486972
urban,Q159313,subclass of,service,Q7406919,1,urban subclass of service,urban_Q159313,service_Q7406919
unsafe abortions,Q38876260,subclass of,abortion,Q8452,1,unsafe abortions subclass of abortion,unsafe abortions_Q38876260,abortion_Q8452
training,Q216033,subclass of,social services,Q11588306,1,training subclass of social services,training_Q216033,social services_Q11588306
unemployment,Q41171,has cause,income-generating,Q36101111,1,unemployment has cause income-generating,unemployment_Q41171,income-generating_Q36101111
u se,Q68490281,use,agricultural,Q5356428,1,u se use agricultural,u se_Q68490281,agricultural_Q5356428
treatment,Q179661,has part,benefits,Q6593860,1,treatment has part benefits,treatment_Q179661,benefits_Q6593860
transport,Q7590,instance of,sub-sector,id-less,1,transport instance of sub-sector,transport_Q7590,sub-sector_id-less
transparency,Q3026325,facet of,government,Q7188,1,transparency facet of government,transparency_Q3026325,government_Q7188
transf ormation,id-less,part of,economic,Q8134,1,transf ormation part of economic,transf ormation_id-less,economic_Q8134
transac tion,id-less,different from,land transac tion,id-less,1,transac tion different from land transac tion,transac tion_id-less,land transac tion_id-less
training institutions,id-less,subclass of,institutional capacity,Q107098843,1,training institutions subclass of institutional capacity,training institutions_id-less,institutional capacity_Q107098843
small,Q2590065,subclass of,large scale farmers,id-less,1,small subclass of large scale farmers,small_Q2590065,large scale farmers_id-less
small,Q2590065,said to be the same as,medium,Q2249676,1,small said to be the same as medium,small_Q2590065,medium_Q2249676
sm.,Q458004,has part,touri,Q49389,1,sm. has part touri,sm._Q458004,touri_Q49389
quality o f life,id-less,facet of,country,Q6256,1,quality o f life facet of country,quality o f life_id-less,country_Q6256
re view of cultural practices,id-less,studies,cultural practices,Q65134253,1,re view of cultural practices studies cultural practices,re view of cultural practices_id-less,cultural practices_Q65134253
re gular,id-less,part of,vision,Q162668,1,re gular part of vision,re gular_id-less,vision_Q162668
rational communications,id-less,has part,p olicy,id-less,1,rational communications has part p olicy,rational communications_id-less,p olicy_id-less
rape,Q177932,subclass of,violent crime,Q1520311,1,rape subclass of violent crime,rape_Q177932,violent crime_Q1520311
rail transport,Q3565868,opposite of,road transport,Q516739,1,rail transport opposite of road transport,rail transport_Q3565868,road transport_Q516739
rail,Q26623,opposite of,road,Q34442,1,rail opposite of road,rail_Q26623,road_Q34442
